"last_name, first_name","player_id","year","pa","home_run","strikeout","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","oz_swing_percent","whiff_percent","swing_percent"
"Brantley Jr., Michael","488726","2019","637","22","66",10.4,8,".311",".503",".372",".367",".357",36.3,5.5,37.3,"98.944887791","93.592931345",26,10.7,43.8
"Gurriel, Yuli","493329","2019","612","31","65",10.6,6,".298",".541",".343",".364",".321",33.5,3.6,38.1,"99.115304494","93.675495972",34.4,14.8,49.7
"Rojas, Miguel","500743","2019","526","5","62",11.8,6.1,".284",".379",".331",".305",".303",31.9,2.6,28.8,"96.91060967","92.477684269",29.8,16.5,47.1
"Escobar, Eduardo","500871","2019","699","35","130",18.6,7.2,".269",".511",".320",".341",".326",38.6,7,31.4,"96.833323953","92.47242407",37.8,24.8,52.6
"Davis, Khris","501981","2019","533","23","146",27.4,8.8,".220",".387",".293",".289",".317",31.5,9.8,40.4,"100.123268606","94.332532128",27.3,34.9,51.8
"Pham, Tommy","502054","2019","654","21","123",18.8,12.4,".273",".450",".369",".349",".354",29.7,7.9,45,"101.772675315","95.171833612",16.4,20.2,38.4
"Martinez, J.D.","502110","2019","657","36","138",21,11,".304",".557",".383",".386",".399",41.9,12,48.3,"102.267810181","95.582029229",29.6,26.7,49.5
"Reddick, Josh","502210","2019","550","14","66",12,6.5,".275",".409",".319",".308",".316",36,3.4,29.4,"96.674681023","92.339940093",30,14.6,51.3
"Goldschmidt, Paul","502671","2019","682","34","166",24.3,11.4,".260",".476",".346",".346",".359",36.4,11.3,42.4,"101.099060419","94.813832214",28.4,26.3,46.5
"Altuve, Jose","514888","2019","548","31","82",15,7.5,".298",".550",".353",".374",".344",28.2,8.1,34.5,"98.232746332","93.15652902",30.7,20.4,47.6
"Hernández, César","514917","2019","667","14","100",15,6.7,".279",".408",".333",".315",".302",32,2.7,28.3,"96.063685391","92.063206289",27.7,17.1,46
"Segura, Jean","516416","2019","618","12","73",11.8,4.9,".280",".420",".323",".315",".310",31,3.2,32.7,"98.140826245","93.158728356",35.7,14.5,47.5
"Castro, Starlin","516770","2019","676","22","111",16.4,4.1,".270",".436",".300",".307",".314",29.6,6.2,37.7,"99.25870618","93.71512167",31.3,19.1,49.2
"Marte, Starling","516782","2019","586","23","94",16,4.3,".295",".503",".342",".353",".362",31.3,8,38.6,"100.167259491","94.183408704",33.5,24.9,53.7
"Donaldson, Josh","518626","2019","659","37","155",23.5,15.2,".259",".521",".379",".377",".385",33.3,15.7,50.5,"103.481444646","96.329034343",23.1,29.9,43.9
"Freeman, Freddie","518692","2019","692","38","127",18.4,12.6,".295",".549",".389",".387",".397",40,12.3,42.5,"100.291077106","94.346356255",29.3,24.2,52.1
"Grandal, Yasmani","518735","2019","632","28","139",22,17.2,".246",".468",".380",".361",".366",37.5,11.3,41.8,"101.083447676","94.798444108",21.6,25.5,38.5
"Heyward, Jason","518792","2019","589","21","110",18.7,11.5,".251",".429",".343",".328",".323",31.8,5.7,36.5,"99.605955423","93.856621272",27.7,22.7,45.5
"LeMahieu, DJ","518934","2019","655","26","90",13.7,7,".327",".518",".375",".375",".378",36.2,7.5,48.7,"101.290348333","95.241788097",27.3,16,45.6
"Moustakas, Mike","519058","2019","584","35","98",16.8,9.1,".254",".516",".329",".348",".350",32.3,10.3,40.8,"100.616091659","94.477699005",31.6,24.9,49.9
"Rizzo, Anthony","519203","2019","613","27","86",14,11.6,".293",".520",".405",".390",".388",36.8,6.8,37,"100.200593521","94.167510706",32.1,19.7,45.7
"Galvis, Freddy","520471","2019","589","23","145",24.6,4.8,".260",".438",".296",".307",".280",31.8,5.5,36.4,"97.641622","92.96163978",38.1,28.4,54.4
"García, Avisaíl","541645","2019","530","20","125",23.6,5.8,".282",".464",".332",".334",".343",34.1,11.7,40.3,"102.26663962","95.27715218",36,32,56.4
"Ozuna, Marcell","542303","2019","549","29","114",20.8,11.3,".241",".472",".328",".336",".378",32.8,12.1,49.2,"102.910036923","95.876849368",27.6,27.6,44.9
"Villar, Jonathan","542340","2019","714","24","176",24.6,8.5,".274",".453",".339",".335",".315",30.3,6.8,37.1,"100.064624522","94.076027283",28.2,27.3,49.8
"Santana, Danny","542454","2019","511","28","151",29.5,4.9,".283",".534",".324",".352",".345",37.8,9.5,43.6,"100.974542805","94.798723537",38.4,32,55.8
"Crawford, Brandon","543063","2019","560","11","117",20.9,9.5,".228",".350",".304",".281",".306",36.7,5.4,35.1,"97.781885729","92.971044648",28.4,28.3,51.3
"Hosmer, Eric","543333","2019","667","22","163",24.4,6,".265",".425",".310",".309",".304",29.1,7.2,46,"102.123969913","95.383913595",32.9,28.9,50
"Kipnis, Jason","543401","2019","511","17","88",17.2,7.8,".245",".410",".304",".301",".316",33.1,5.5,34.4,"97.701285761","92.914942527",26.7,20.3,46.3
"Rendon, Anthony","543685","2019","646","34","86",13.3,12.4,".319",".598",".412",".413",".414",38.7,12,46.6,"100.105818761","94.364729594",20.6,12.9,43.1
"Semien, Marcus","543760","2019","747","33","102",13.7,11.6,".285",".522",".369",".373",".363",34,8.5,38.1,"98.394543077","93.291025385",19.2,18.3,42.2
"Springer III, George","543807","2019","556","39","113",20.3,12.1,".292",".591",".383",".400",".400",31.6,14.1,44.8,"102.243162402","95.348781653",20.8,26.5,44
"Vázquez, Christian","543877","2019","521","23","101",19.4,6.3,".276",".477",".320",".331",".313",38.5,5.9,40.3,"98.607970314","93.531031811",32.6,20.5,49.9
"Wong, Kolten","543939","2019","549","11","83",15.1,8.6,".285",".423",".361",".334",".297",28.6,2.2,25.4,"96.025301799","92.013404021",29.9,18.2,48
"Garcia, Leury","544725","2019","618","8","139",22.5,3.4,".279",".378",".310",".294",".272",30.3,3.8,29.9,"97.233707717","92.660403959",36.1,24.4,54.4
"Grichuk, Randal","545341","2019","628","31","163",26,5.6,".232",".457",".280",".307",".304",31.3,8.5,39.8,"100.740131792","94.423631368",33.4,28.1,50.2
"Trout, Mike","545361","2019","600","45","120",20,18.3,".291",".645",".438",".436",".460",43.8,18.9,44.4,"103.466773886","95.970475845",17.9,19.2,36.8
"Harper, Bryce","547180","2019","682","35","178",26.1,14.5,".260",".510",".372",".365",".387",37.6,14.8,45.6,"103.137354264","96.043547766",30.4,33.7,48.7
"Abreu, José","547989","2019","693","33","152",21.9,5.2,".284",".503",".330",".344",".358",35.2,12.8,48.2,"103.146324797","95.996655894",34.7,25.3,49.5
"Suárez, Eugenio","553993","2019","662","49","189",28.5,10.6,".271",".572",".358",".381",".355",38,13.8,40.8,"100.844864896","94.608867917",24.1,28.7,44.4
"Santana, Domingo","570267","2019","507","21","164",32.3,9.9,".253",".441",".329",".326",".342",40.1,12.1,42.1,"100.050234643","94.228038964",24.9,31.9,46.8
"Sánchez, Yolmer","570560","2019","555","2","117",21.1,7.9,".252",".321",".318",".281",".274",32.1,1,27,"95.805694709","91.918524721",31.5,22.6,48.8
"Arenado, Nolan","571448","2019","662","41","93",14,9.4,".315",".583",".379",".392",".343",34.6,8,37.6,"99.240765317","93.75734495",34.8,20.9,51.4
"Muncy, Max","571970","2019","589","35","149",25.3,15.3,".251",".515",".374",".372",".380",38.9,12,43.4,"100.624856095","94.560041662",19.7,28.9,40.1
"Voit III, Luke","572228","2019","510","21","142",27.8,13.9,".263",".464",".378",".360",".368",39.6,13.9,42.4,"101.044367708","94.803622951",22.4,35.1,47.3
"Walker, Christian","572233","2019","603","29","155",25.7,11.1,".259",".476",".348",".346",".364",34.1,13.1,48.8,"102.727625691","95.697243147",24,28.8,48.7
"Iglesias, Jose","578428","2019","530","11","70",13.2,3.8,".288",".407",".318",".306",".284",29.7,2.3,24.2,"94.71843919","91.441140476",45.9,15.3,55.5
"Bryant, Kris","592178","2019","634","31","145",22.9,11.7,".282",".521",".382",".379",".349",35.8,9.3,34.1,"98.53167269","93.281246777",27.4,28.4,48.5
"Castellanos, Nick","592206","2019","664","27","143",21.5,6.2,".289",".525",".337",".357",".363",39.8,10.9,41.5,"99.936858686","94.155142055",38.4,26.9,54.7
"Machado, Manny","592518","2019","661","32","128",19.4,9.8,".256",".462",".334",".335",".346",31.2,8,43.7,"102.073663723","95.40263803",28.6,24.2,46.7
"Moran, Colin","592567","2019","503","13","117",23.3,6,".277",".429",".322",".315",".314",37.1,7.4,34.8,"98.556321897","93.372829654",35.8,24.7,53.7
"Pederson, Joc","592626","2019","514","36","111",21.6,9.7,".249",".538",".339",".362",".347",31.4,10.3,43.5,"101.926819048","95.251138896",26.6,24.1,46.1
"Realmuto, J.T.","592663","2019","593","25","123",20.7,6.9,".275",".493",".328",".340",".341",35,8.7,41.1,"101.081746462","94.730632317",32.6,23.8,50.7
"Rosario, Eddie","592696","2019","590","32","86",14.6,3.7,".276",".500",".300",".329",".327",33.2,8.5,36,"98.424787531","93.352567757",43.3,21.2,59.3
"Yelich, Christian","592885","2019","580","44","118",20.3,13.8,".329",".671",".429",".442",".429",33.2,15.8,49.1,"104.869553459","97.015311892",27.9,28.2,45.2
"Merrifield, Whit","593160","2019","735","16","126",17.1,6.1,".302",".463",".348",".340",".325",42.4,4.5,29.2,"96.252648182","92.167329527",30.9,20,49.3
"Bogaerts, Xander","593428","2019","698","33","122",17.5,10.9,".309",".555",".384",".390",".356",35.1,8.6,44.5,"101.168690363","94.874752258",27.5,20.9,41.1
"Alberto, Hanser","593643","2019","550","12","50",9.1,2.9,".305",".422",".329",".318",".300",32.5,2.9,18.5,"94.197573506","91.107926269",45.3,14.4,59.1
"Polanco, Jorge","593871","2019","704","22","116",16.5,8.5,".295",".485",".356",".352",".341",41.6,6.7,33.1,"97.46599549","92.78121002",26.7,17.3,44.9
"Calhoun, Kole","594777","2019","632","33","162",25.6,11.1,".232",".467",".325",".330",".339",35.2,11.2,42.6,"99.943105052","94.209946136",25.9,32.1,48.2
"Eaton, Adam","594809","2019","656","15","106",16.2,9.9,".279",".428",".365",".342",".328",33.9,3.8,34.3,"98.729984311","93.47287412",27.4,17.2,44.6
"Profar, Jurickson","595777","2019","518","20","75",14.5,9.3,".218",".410",".301",".301",".328",29.7,6.5,31.3,"97.141906243","92.584582042",26.1,20.2,45.2
"Báez, Javier","595879","2019","561","29","156",27.8,5,".281",".531",".316",".347",".332",36.3,12.7,43.6,"102.448426524","95.481472949",42.6,35.5,55.5
"Lindor, Francisco","596019","2019","654","32","98",15,7,".284",".518",".335",".349",".333",29.8,7.5,41,"101.130645418","94.847008982",32.1,17,51.4
"Odor, Rougned","596059","2019","581","30","178",30.6,9,".205",".439",".283",".302",".321",30.6,13.6,45.6,"101.734976168","95.31182003",30,29.1,47.9
"Story, Trevor","596115","2019","656","35","174",26.5,8.8,".294",".554",".363",".380",".341",36.5,8.6,46,"101.223764423","95.034883125",28.5,26.4,48.1
"Vogelbach, Daniel","596129","2019","558","30","149",26.7,16.5,".208",".439",".341",".333",".345",39,10.5,38,"100.052249618","94.193186358",19.6,26.9,34
"Kepler, Max","596146","2019","596","36","99",16.6,10.1,".252",".519",".336",".355",".343",30.5,8.9,42.1,"100.805599577","94.514078635",27.6,20.1,49.4
"Bradley Jr., Jackie","598265","2019","567","21","155",27.3,9.9,".225",".421",".317",".314",".318",30.5,9.6,44.8,"100.737430117","94.682078123",28.1,32.6,48.1
"Núñez, Renato","600524","2019","599","31","143",23.9,7.3,".244",".460",".311",".323",".335",32.1,10.7,40.9,"101.416437214","94.827385786",34.4,27.4,49.5
"Ahmed, Nick","605113","2019","625","19","113",18.1,8.3,".254",".437",".316",".315",".321",35.7,6.6,34,"97.728699383","92.939083223",27.9,21.3,49.5
"Anderson, Brian","605119","2019","520","20","114",21.9,8.5,".261",".468",".342",".342",".340",31.3,8.9,46,"100.764886494","94.722101667",31.9,27.4,47.5
"Bell, Josh","605137","2019","613","37","118",19.2,12.1,".277",".569",".367",".378",".386",34.6,12.7,47.2,"103.082487171","96.001241809",27.5,25.3,48.1
"Betts, Mookie","605141","2019","706","29","101",14.3,13.7,".295",".524",".391",".380",".411",39.4,10.3,47.4,"100.567436587","94.76255839",18.6,14.5,38.3
"Smith, Mallex","605480","2019","566","6","141",24.9,7.4,".227",".335",".300",".278",".256",29,2.2,20.1,"94.189873149","91.140372155",27,27.8,48.6
"Arcia, Orlando","606115","2019","546","15","109",20,7.9,".223",".350",".283",".269",".277",26.5,4.3,31.3,"97.613876615","92.86605",30.5,24.6,47.7
"Marte, Ketel","606466","2019","628","32","86",13.7,8.4,".329",".592",".389",".405",".375",34.6,9.3,40,"101.092484421","94.7158706",28.6,17.6,47.8
"Turner, Trea","607208","2019","569","19","113",19.9,7.6,".298",".497",".353",".356",".339",29.8,6.8,42,"101.230091659","94.839620073",29.2,23.4,46.9
"Pillar, Kevin","607680","2019","645","21","89",13.8,2.8,".259",".432",".287",".298",".300",33.1,4.9,30.8,"98.016751985","93.018091033",46.9,17.7,58.9
"Ramírez, José","608070","2019","542","23","74",13.7,9.6,".255",".479",".327",".334",".342",32.6,6.3,35.7,"98.625705777","93.428589029",23,14.5,42.5
"Bregman, Alex","608324","2019","690","41","83",12,17.2,".296",".592",".423",".418",".373",35.5,4.8,38,"98.440477393","93.337376731",15.8,14.3,35.1
"Seager, Corey","608369","2019","541","19","98",18.1,8.1,".272",".483",".335",".340",".331",35.2,7.3,38.2,"98.778797128","93.502181872",26.9,25.7,51.1
"Reyes, Franmil","614177","2019","548","37","156",28.5,8.6,".249",".512",".310",".338",".359",33.3,14.8,51,"103.847694162","96.604159768",30.2,36.5,51.5
"Swanson, Dansby","621020","2019","545","17","124",22.8,9.4,".251",".422",".325",".317",".350",36.7,10.1,41.6,"99.797419121","94.209978127",24.7,27.6,45.9
"Newman, Kevin","621028","2019","531","12","62",11.7,5.3,".308",".446",".353",".339",".303",33.4,2.1,24.8,"94.991693333","91.524680704",33.8,13.8,51
"Olson, Matt","621566","2019","547","36","138",25.2,9.3,".267",".545",".351",".368",".388",36.1,14.5,50.4,"103.334092275","96.341713994",24.9,28.1,45.4
"Alonso, Pete","624413","2019","693","53","183",26.4,10.4,".260",".583",".358",".384",".380",36.9,15.8,42.7,"103.52161466","95.867841481",31.9,28,46.6
"Conforto, Michael","624424","2019","648","33","149",23,13,".257",".494",".363",".358",".371",35.8,11.9,39.2,"100.0477863","94.1312909",25.1,27,45.8
"Frazier, Adam","624428","2019","608","10","75",12.3,6.6,".278",".417",".336",".320",".318",36.4,1.9,28.3,"96.108033475","92.07951087",27.1,15.6,48.1
"Puig, Yasiel","624577","2019","611","24","133",21.8,7.2,".267",".458",".327",".330",".328",30,9.2,39.1,"100.971591932","94.613191138",30.1,28.2,52.6
"Soler, Jorge","624585","2019","679","48","178",26.2,10.8,".265",".569",".354",".378",".396",34.7,16.9,50.1,"104.405603365","96.703293759",24,32.5,44.1
"Meadows, Austin","640457","2019","591","33","131",22.2,9.1,".291",".558",".364",".380",".375",38.1,12.5,42.9,"101.27902925","94.853411479",24.7,23.5,42.2
"Anderson, Tim","641313","2019","518","18","109",21,2.9,".335",".508",".357",".363",".321",37.6,5.1,37.6,"98.353274592","93.322923632",43.6,24.5,58.6
"Bellinger, Cody","641355","2019","661","47","108",16.3,14.4,".305",".629",".406",".414",".430",39.6,12.7,45.9,"101.221347768","94.966274787",23.8,23.5,44.6
"Dozier, Hunter","641531","2019","586","26","148",25.3,9.4,".279",".522",".348",".360",".338",35.8,10,42.9,"102.015977632","95.204411763",26.8,27,44.7
"Mancini III, Trey","641820","2019","679","35","143",21.1,9.3,".291",".535",".364",".373",".362",36.4,10.3,42.7,"101.635240474","95.06039847",32,26.9,48.1
"McMahon, Ryan","641857","2019","539","24","160",29.7,10.4,".250",".450",".329",".330",".325",36.6,9,48,"102.348495723","95.712813868",26.5,32.4,49.6
"Rosario, Amed","642708","2019","655","15","124",18.9,4.7,".287",".432",".323",".318",".317",35,4.2,39.5,"98.795593821","93.60288",36,24.1,52
"Adames, Willy","642715","2019","584","20","153",26.2,7.9,".254",".418",".317",".313",".320",36.1,8.4,35.6,"99.072984309","93.592578431",24.7,27.1,47
"Benintendi, Andrew","643217","2019","615","13","140",22.8,9.6,".266",".431",".343",".330",".338",40.1,8.1,37.7,"98.241980591","93.339900444",29.8,25.2,51.4
"McNeil, Jeff","643446","2019","567","23","75",13.2,6.2,".318",".531",".384",".384",".350",34.2,4.8,36.7,"98.062735349","93.296269953",38.1,19.9,60.1
"Albies, Ozzie","645277","2019","702","24","112",16,7.7,".295",".500",".352",".354",".346",36.8,6.6,34,"98.232348151","93.247307887",34.5,22.9,55.6
"Robles, Victor","645302","2019","617","17","140",22.7,5.7,".255",".419",".326",".317",".294",34.5,4.8,23,"94.905795816","91.739895663",30.1,23,49.9
"Devers, Rafael","646240","2019","702","32","119",17,6.8,".311",".555",".361",".377",".367",33.1,9,48.5,"103.293569886","96.084697628",37.3,24,55
"Jiménez, Eloy","650391","2019","504","31","134",26.6,6,".267",".513",".315",".343",".347",32.4,12.8,47.9,"102.681413214","95.727878512",33.7,32.8,49.9
"Torres, Gleyber","650402","2019","604","38","129",21.4,7.9,".278",".535",".337",".358",".340",38.2,10.1,36.8,"99.178781179","93.678797352",31.1,28,51.8
"Chapman, Matt","656305","2019","670","36","147",21.9,10.9,".249",".506",".342",".354",".359",25.1,12.1,49,"103.46333537","96.250434176",22.7,23.7,42
"Hoskins, Rhys","656555","2019","705","29","173",24.5,16.5,".226",".454",".364",".347",".337",31,9.7,38.7,"99.42720995","93.97812603",22.1,23.2,39.2
"Schwarber, Kyle","656941","2019","610","38","156",25.6,11.5,".250",".531",".339",".357",".376",35.6,14.5,51.2,"104.364394516","96.768710054",23.9,27.9,43.3
"DeJong, Paul","657557","2019","664","30","149",22.4,9.3,".233",".444",".318",".322",".331",33,8.6,33.9,"98.154188241","93.091659652",28.1,24.2,48.8
"Moncada, Yoán","660162","2019","559","25","154",27.5,7.2,".315",".548",".367",".379",".358",40.4,12.2,47.9,"102.936634056","95.959630724",29.2,31,47.5
"Acuña Jr., Ronald","660670","2019","715","41","188",26.3,10.6,".280",".518",".365",".369",".390",40.5,15,47.4,"103.398305955","96.011363144",24,27.7,45.5
"Fletcher, David","664058","2019","653","6","64",9.8,8.4,".290",".384",".350",".318",".319",37.5,0.2,17.1,"93.20784584","90.716838337",22.5,9.7,36.3
"Guerrero Jr., Vladimir","665489","2019","514","15","91",17.7,8.9,".272",".433",".339",".329",".333",30.9,7.7,38.7,"101.626864628","94.89985352",29,24.5,46.8
"Soto, Juan","665742","2019","659","34","132",20,16.4,".282",".548",".401",".394",".409",36.3,12.3,47.8,"102.137286408","95.569584745",20.3,24,40.8
"Reynolds, Bryan","668804","2019","546","16","121",22.2,8.4,".314",".503",".377",".371",".359",37,6.7,41.6,"100.231643152","94.403448207",28.1,26.3,48
"Cabrera, Miguel","408234","2020","231","10","51",22.1,10.4,".250",".417",".329",".323",".379",36.8,9.7,49.7,"102.655113117","96.026886144",29.9,31.6,47.7
"Cruz Jr., Nelson","443558","2020","214","16","58",27.1,11.7,".303",".595",".397",".411",".383",39.4,15,47.2,"102.723679524","95.93307824",30.8,34.2,47.6
"Peralta, David","444482","2020","218","5","45",20.6,6,".300",".433",".339",".333",".299",29.4,5,36.3,"100.556636709","94.354591139",26.6,21.1,46.6
"Longoria, Evan","446334","2020","209","7","39",18.7,5.3,".254",".425",".297",".308",".364",29.9,11.5,45.2,"101.530260256","95.520896474",28,21,45
"Cabrera, Asdrúbal","452678","2020","213","8","40",18.8,8.9,".242",".447",".305",".319",".317",30.5,6.5,38.3,"97.982868684","93.323023224",28.4,20.5,46.1
"Blackmon, Charlie","453568","2020","247","6","44",17.8,7.7,".303",".448",".356",".340",".331",38.5,4.9,29.7,"97.303074157","92.71975736",29.8,23.3,50.2
"Solano, Donovan","456781","2020","203","3","39",19.2,4.9,".326",".463",".365",".357",".320",43.4,4.6,34.9,"98.263815526","93.264044768",36.2,22,51.9
"McCutchen, Andrew","457705","2020","241","10","48",19.9,9.1,".253",".433",".324",".327",".358",36.5,8.2,41.2,"99.22758119","93.968213095",21.4,22,40.6
"Votto, Joey","458015","2020","223","11","43",19.3,16.6,".226",".446",".354",".347",".369",36.4,9.1,35.7,"98.39738875","93.296095944",17.3,22.5,36.2
"Santana, Carlos","467793","2020","255","8","43",16.9,18.4,".199",".350",".349",".316",".372",32.3,6.7,36.6,"99.260366296","93.650599074",16.6,20.6,36.3
"Brantley Jr., Michael","488726","2020","187","5","28",15,9.1,".300",".476",".364",".362",".325",34.5,4.9,37.3,"98.251374648","93.415636667",20,16.3,39.9
"Gurriel, Yuli","493329","2020","230","6","27",11.7,5.2,".232",".384",".274",".281",".318",34.4,3.7,36.5,"98.527696064","93.454652781",34.4,15.6,48.8
"Escobar, Eduardo","500871","2020","222","4","41",18.5,6.8,".212",".335",".270",".257",".306",34.8,5.5,31.7,"97.095200488","92.633428037",35.2,21.6,51.4
"Martinez, J.D.","502110","2020","237","7","59",24.9,9.3,".213",".389",".291",".290",".318",39.6,11,41.6,"99.85455974","94.246308758",30.8,28.1,51.9
"Reddick, Josh","502210","2020","210","4","42",20,9.5,".245",".378",".316",".304",".303",34.7,4.8,29.3,"96.145119315","92.092886986",25.7,22.6,46.5
"Goldschmidt, Paul","502671","2020","231","6","43",18.6,16,".304",".466",".417",".387",".396",42.3,10.7,40.9,"99.2678272","93.874685503",22.5,23.7,40.6
"Gonzalez, Marwin","503556","2020","199","5","41",20.6,8.5,".211",".320",".286",".269",".314",31.9,5.1,38.4,"98.202361739","93.451501168",26.8,23.5,43
"Altuve, Jose","514888","2020","210","5","39",18.6,8.1,".219",".344",".286",".278",".288",24.8,4.6,33.3,"97.480630811","92.777053741",35.3,20.2,50
"Hernández, César","514917","2020","261","3","57",21.8,9.2,".283",".408",".355",".335",".330",37.3,4,37.3,"98.999012093","93.787809064",22.9,19.6,43.6
"Segura, Jean","516416","2020","217","7","45",20.7,10.6,".266",".422",".347",".333",".318",31.8,6.1,38.5,"99.748813288","93.958321438",31.5,22.1,46.8
"Marte, Starling","516782","2020","250","6","41",16.4,4.8,".281",".430",".340",".333",".326",30.3,6.4,30.3,"97.604057802","92.829315028",34.9,25.2,52.7
"Freeman, Freddie","518692","2020","262","13","37",14.1,17.2,".341",".640",".462",".456",".466",49.2,14.7,54.2,"101.812650227","95.798406705",25.8,20.1,48.2
"Grandal, Yasmani","518735","2020","194","8","58",29.9,15.5,".230",".422",".351",".338",".327",38.1,7.6,43.8,"99.928859811","94.403731524",20.1,30.7,34.1
"LeMahieu, DJ","518934","2020","216","10","21",9.7,8.3,".364",".590",".421",".429",".366",29.7,2.9,45.7,"100.540551744","94.953852733",24,11.2,44.1
"Rizzo, Anthony","519203","2020","243","11","38",15.6,11.5,".222",".414",".342",".326",".355",34.7,7.8,34.7,"99.57215061","93.849255427",31.7,19.3,42.5
"Flores, Wilmer","527038","2020","213","12","36",16.9,6.1,".268",".515",".315",".347",".309",37.4,6.1,34.4,"97.808676707","93.175661718",29.8,17.8,48
"García, Avisaíl","541645","2020","207","2","49",23.7,9.7,".238",".326",".333",".296",".317",37.1,3.8,37.1,"99.290871364","93.692910455",34.4,34.7,54.6
"Ozuna, Marcell","542303","2020","267","18","60",22.5,14.2,".338",".636",".431",".444",".436",39.1,15.4,54.4,"103.534352941","96.562612663",28.2,31.4,46.3
"Villar, Jonathan","542340","2020","207","2","54",26.1,9.2,".232",".292",".301",".266",".261",18.7,1.5,35.8,"99.470722344","93.853135313",33.6,32,51.6
"Aguilar, Jesús","542583","2020","216","8","40",18.5,10.6,".277",".457",".352",".347",".345",37.5,7.2,37.5,"99.078188947","93.762450461",31.9,22.3,47.3
"Crawford, Brandon","543063","2020","193","8","47",24.4,7.8,".256",".465",".326",".334",".309",35.4,9.4,39.4,"98.74086254","93.673056111",31.7,31.5,54.6
"Grossman, Robbie","543257","2020","192","8","38",19.8,10.9,".241",".482",".344",".351",".328",33.6,5.5,37.5,"98.280297813","93.396949921",21.7,18.4,43.4
"Hicks, Aaron","543305","2020","211","6","38",18,19.4,".225",".414",".379",".351",".374",29.8,6.9,38.2,"99.738009846","93.99654093",15.4,27.9,39.4
"Rendon, Anthony","543685","2020","232","9","31",13.4,16.4,".286",".497",".418",".395",".390",39.2,6.3,40.5,"98.602933924","93.634717389",16.7,14.7,40.5
"Semien, Marcus","543760","2020","236","7","50",21.2,10.6,".223",".374",".305",".299",".287",32.9,5,28.6,"96.361638375","92.211459874",18.7,23.3,44.1
"Springer III, George","543807","2020","222","14","38",17.1,10.8,".265",".540",".359",".379",".405",35.3,12.4,42.5,"101.012866184","94.708160132",23.6,25.3,47.7
"Vázquez, Christian","543877","2020","189","7","43",22.8,8.5,".283",".457",".344",".346",".285",33.1,4.6,40,"98.429126154","93.35878876",31.3,22.9,47.6
"Wong, Kolten","543939","2020","208","1","30",14.4,9.6,".265",".326",".350",".305",".286",31.2,0.6,26.6,"95.584306892","91.793051554",24.4,15.8,43.9
"Gregorius, Didi","544369","2020","237","10","28",11.8,6.3,".284",".488",".339",".348",".311",35.3,4.2,27.9,"96.139141064","92.158376631",33.2,18.8,53.5
"Grichuk, Randal","545341","2020","231","12","49",21.2,5.6,".273",".481",".312",".334",".333",27.2,11.2,39.6,"100.547348929","94.472173234",33.9,23.1,51.7
"Trout, Mike","545361","2020","241","17","56",23.2,14.5,".281",".603",".390",".407",".428",36.1,15,55.1,"103.522413333","96.756365347",14.6,19.5,36.7
"Ruiz, Rio","547004","2020","204","9","46",22.5,8.3,".222",".427",".286",".303",".277",27.7,8.5,39,"99.181741429","93.707106906",28.3,27.3,52
"Harper, Bryce","547180","2020","244","13","43",17.6,20.1,".268",".542",".420",".400",".454",33.3,17.3,50.7,"104.136840278","96.785819375",28.3,28.6,45.9
"Abreu, José","547989","2020","262","19","59",22.5,6.9,".317",".617",".370",".411",".399",37.4,14.3,53.3,"104.315308571","96.898123022",32.3,30.1,48.5
"Suárez, Eugenio","553993","2020","231","15","67",29,13,".202",".470",".312",".332",".342",29.5,14.4,44.7,"101.191154545","94.886730076",23.9,31.7,41.7
"González, Erik","570481","2020","193","3","51",26.4,4.1,".227",".359",".255",".262",".293",33.6,6.7,44,"100.617211515","94.399348561",35.2,32,53.4
"Arenado, Nolan","571448","2020","201","8","20",10,7.5,".253",".434",".303",".308",".288",27.1,5.4,33.7,"98.207786506","93.152140723",32.4,17.9,48.1
"Muncy, Max","571970","2020","248","12","60",24.2,15.7,".192",".389",".331",".316",".360",29,12.4,40,"99.706862329","94.042931517",15.9,26.8,36.6
"Myers, Wil","571976","2020","218","15","56",25.7,8.3,".288",".606",".353",".400",".396",40.8,14.8,45.8,"101.631815571","95.352673957",25.1,25.9,42.6
"Pollock, AJ","572041","2020","210","16","45",21.4,5.7,".276",".566",".314",".364",".345",37.9,10.5,43.1,"100.207984474","94.434710861",29.9,24.4,47.7
"Seager, Kyle","572122","2020","248","9","33",13.3,12.9,".241",".433",".355",".338",".365",30.7,10.2,39.8,"98.417159318","93.543557614",20.6,20.4,40.3
"Voit III, Luke","572228","2020","234","22","54",23.1,7.3,".277",".610",".338",".393",".389",37.5,13.1,40,"100.684343544","94.623051203",27.5,27.6,52.1
"Walker, Christian","572233","2020","243","7","50",20.6,7.8,".271",".459",".333",".339",".339",34.5,6.4,48.5,"101.908890353","95.476667059",29.9,27.1,51.8
"Dickerson, Corey","572816","2020","210","7","35",16.7,7.1,".258",".402",".311",".308",".305",25.8,5.7,30.8,"97.061493671","92.538034367",33.2,25.7,53.4
"Yastrzemski, Mike","573262","2020","225","10","55",24.4,13.3,".297",".568",".400",".407",".364",35,10.9,42.3,"99.26844913","93.715521022",19.7,24.7,39.1
