"last_name, first_name","player_id","year","pa","home_run","strikeout","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","oz_swing_percent","whiff_percent","swing_percent"
"Contreras, Willson","575929","2020","225","7","57",25.3,8.9,".243",".407",".356",".336",".353",35.8,10.4,47.8,"102.281617612","95.465128571",31.3,33.6,47.9
"Canha, Mark","592192","2020","243","5","54",22.2,15.2,".246",".408",".387",".351",".359",37.3,7.7,39.4,"98.907806143","93.708491143",19.2,24,38
"Castellanos, Nick","592206","2020","242","14","69",28.5,7.9,".225",".486",".298",".329",".375",39.3,16,46.7,"100.5504196","94.703394832",35.8,34.2,51.8
"Machado, Manny","592518","2020","254","16","37",14.6,10.2,".304",".580",".370",".391",".388",34.6,11,43.5,"102.695949158","95.565070368",23.9,21.7,46.7
"Moran, Colin","592567","2020","200","10","52",26,9.5,".247",".472",".325",".340",".350",32.3,13.4,47.2,"102.613770159","95.95598352",35.6,28,49.9
"Realmuto, J.T.","592663","2020","195","11","48",24.6,8.2,".266",".491",".349",".361",".356",32.8,13.6,42.4,"101.277934921","95.12123304",25.2,29.8,45.3
"Rosario, Eddie","592696","2020","231","13","34",14.7,8.2,".257",".476",".316",".333",".318",30.3,6.2,35.4,"97.149699091","92.643316171",39.6,22.6,51.9
"Yelich, Christian","592885","2020","247","12","76",30.8,18.6,".205",".430",".356",".343",".378",32.3,12.1,55.6,"103.843596557","97.02065123",17.8,33.6,34.6
"Merrifield, Whit","593160","2020","265","9","33",12.5,4.5,".282",".440",".325",".329",".336",39.8,5.1,27.3,"95.855324206","91.961579112",28,16.1,49.3
"Bogaerts, Xander","593428","2020","225","11","41",18.2,9.3,".300",".502",".364",".368",".340",31.3,8.6,36.8,"99.721139136","94.010233642",23.7,23,43.6
"Alberto, Hanser","593643","2020","231","3","30",13,2.2,".283",".393",".306",".301",".261",32.6,1,20.7,"93.472612717","90.856123497",52.3,16.7,62.9
"Polanco, Jorge","593871","2020","226","4","35",15.5,5.8,".258",".354",".304",".289",".304",39,2.8,33.3,"96.651106591","92.358275714",23.2,16.8,43.7
"Sanó, Miguel","593934","2020","205","13","90",43.9,8.8,".204",".478",".278",".317",".326",31.3,22.9,57.3,"107.128241875","98.788112737",28,42.6,47.3
"Calhoun, Kole","594777","2020","228","16","50",21.9,12.3,".226",".526",".338",".362",".379",36.1,11.8,38.2,"99.503862113","93.982617872",21.6,32.7,46.8
"Duvall, Adam","594807","2020","209","16","54",25.8,7.2,".237",".532",".301",".348",".342",30.7,13.9,40.1,"100.670608824","94.472182941",32.7,27.1,49
"Profar, Jurickson","595777","2020","202","7","28",13.9,7.4,".278",".428",".343",".335",".338",35.5,3.2,27.7,"96.940536711","92.4870825",28.8,20.1,47.1
"Báez, Javier","595879","2020","235","8","75",31.9,3,".203",".360",".238",".256",".275",24.8,8.1,40.3,"101.31207375","94.809897708",38.7,37.8,53.2
"Lindor, Francisco","596019","2020","266","8","41",15.4,9,".258",".415",".335",".324",".346",36.5,5.6,41.1,"99.684694433","94.059685052",30,20.3,48.9
"Story, Trevor","596115","2020","259","11","63",24.3,9.3,".289",".519",".355",".370",".335",40.1,8.7,41.3,"100.396057209","94.467090526",28.2,25.7,45.8
"Kepler, Max","596146","2020","196","9","36",18.4,11.2,".228",".439",".321",".328",".340",30.9,5.1,38.2,"99.204226765","93.676104222",24.2,21.2,44.8
"Franco, Maikel","596748","2020","243","8","38",15.6,6.6,".278",".457",".321",".329",".307",33.3,5.8,38.6,"100.224684468","94.175420214",32.8,24.6,49.9
"Bradley Jr., Jackie","598265","2020","217","7","48",22.1,10.6,".283",".450",".364",".352",".301",28.5,7.6,36.4,"98.602853571","93.472785429",23.8,25.9,45.3
"La Stella, Tommy","600303","2020","228","5","12",5.3,11.8,".281",".449",".370",".355",".348",32.1,4.8,28.3,"96.273957849","92.214603892",21.3,11.2,38.1
"Núñez, Renato","600524","2020","216","12","64",29.6,7.9,".256",".492",".324",".347",".315",37.9,12.1,36.4,"98.851627273","93.444118636",39.8,30.1,52.1
"Candelario, Jeimer","600869","2020","206","7","49",23.8,9.7,".297",".503",".369",".373",".356",37.5,10.3,47.1,"101.954374925","95.267632164",26.1,27.6,45
"Ahmed, Nick","605113","2020","217","5","46",21.2,8.3,".266",".402",".327",".318",".304",30.1,5.2,33.3,"97.979172667","93.079952",30.3,27.4,48.2
"Anderson, Brian","605119","2020","229","11","66",28.8,9.6,".255",".465",".345",".348",".324",34.8,9.6,39.3,"99.102413382","93.651971037",29.6,34.4,49.1
"Bell, Josh","605137","2020","223","8","59",26.5,9.9,".226",".364",".305",".286",".297",24.3,8.6,42.9,"102.09961","95.3740285",26.9,33.6,45.9
"Betts, Mookie","605141","2020","246","16","38",15.4,9.8,".292",".562",".366",".390",".362",40.1,7.7,43.4,"99.966803556","94.311948056",23.2,13.8,40.5
"Davis, J.D.","605204","2020","229","6","56",24.5,13.5,".247",".389",".371",".339",".355",29.6,8.9,45.2,"102.105949851","95.319305299",23.2,29.3,44.9
"Arcia, Orlando","606115","2020","189","5","32",16.9,7.4,".260",".416",".317",".317",".338",37.3,5.6,38.7,"99.346351","93.890230143",28.1,23.1,46.8
"Tapia, Raimel","606132","2020","206","1","38",18.4,6.8,".321",".402",".369",".338",".285",28.7,2,30,"96.593740405","92.307061689",30.7,18.7,51.1
"Hernández, Teoscar","606192","2020","207","16","63",30.4,6.8,".289",".579",".340",".384",".401",40.6,18,53.1,"104.846097031","97.246447559",30.9,34.9,46.4
"Marte, Ketel","606466","2020","195","2","21",10.8,3.6,".287",".409",".323",".316",".306",28.8,3.7,40.5,"100.204872785","94.245687975",27.9,14.1,45
"Nimmo, Brandon","607043","2020","225","8","43",19.1,14.7,".280",".484",".404",".387",".359",30.8,7.7,32.9,"97.980723714","93.071893214",17.3,21.6,41.6
"Turner, Trea","607208","2020","259","12","36",13.9,8.5,".335",".588",".394",".413",".383",34.2,9.5,40.7,"100.635350612","94.552732551",27.2,19.6,46.9
"Pillar, Kevin","607680","2020","223","6","41",18.4,5.8,".288",".462",".336",".341",".328",34.7,5.4,36.5,"98.092420244","93.134598773",36.8,25.3,51.9
"Ramírez, José","608070","2020","254","17","43",16.9,12.2,".292",".607",".386",".415",".373",36.7,10.2,35.6,"99.264116591","93.668352686",22.7,16.6,41.4
"Gallo, Joey","608336","2020","226","10","79",35,12.8,".181",".378",".301",".297",".315",28.9,14,43.9,"102.04771537","95.481172685",19.1,37.4,43.6
"Seager, Corey","608369","2020","232","15","37",15.9,7.3,".307",".585",".358",".394",".434",38.4,15.8,55.9,"103.805088736","96.925112586",30.3,25.8,55.6
"Mondesi, Adalberto","609275","2020","233","6","70",30,4.7,".256",".416",".294",".305",".267",19.9,7.3,39.1,"100.463874118","94.6236125",35,39.8,54.5
"Reyes, Franmil","614177","2020","241","9","69",28.6,10,".275",".450",".344",".341",".342",31.3,12.9,44.9,"103.394751806","96.328288182",27.5,38.5,46
"Swanson, Dansby","621020","2020","264","10","71",26.9,8.3,".274",".464",".345",".348",".354",40.7,11.4,40.7,"99.696452771","94.009281333",24,31.6,47.2
"Taylor, Chris","621035","2020","214","8","55",25.7,12.1,".270",".476",".366",".364",".371",35.1,11.5,45,"101.014144762","94.70205312",17.3,32.5,44.9
"Correa, Carlos","621043","2020","221","5","49",22.2,7.2,".264",".383",".326",".308",".315",26.1,5.9,42.1,"99.799884079","94.072529338",31.8,24.4,47.1
"Olson, Matt","621566","2020","245","14","77",31.4,13.9,".195",".424",".310",".316",".340",30.1,12.8,45.9,"102.764032969","95.948013281",20,34.8,42.7
"Reyes, Victor","622682","2020","213","4","45",21.1,4.2,".277",".391",".315",".307",".329",39.5,3.8,41.4,"98.63923961","93.618739286",41.5,26.4,54.2
"Alonso, Pete","624413","2020","239","16","61",25.5,10,".231",".490",".326",".342",".334",30.4,12.8,41.2,"102.386786986","95.44273469",30.5,30.4,46.1
"Biggio, Cavan","624415","2020","265","8","61",23,15.5,".250",".432",".375",".355",".315",31.4,5,30.8,"96.787761519","92.575247452",13.7,23,36.3
"Conforto, Michael","624424","2020","233","9","57",24.5,10.3,".322",".515",".412",".401",".374",38.6,11,36.6,"99.863468082","94.033462897",25.2,26,44.2
"Frazier, Adam","624428","2020","230","7","35",15.2,7.4,".230",".364",".297",".291",".309",34.9,4,25.1,"95.606103488","91.803051744",24.7,16.4,46.2
"Cronenworth, Jake","630105","2020","192","4","30",15.6,9.4,".285",".477",".354",".356",".393",37.8,10.5,42.7,"99.954348592","94.317753732",19,16.7,39.8
"Anderson, Tim","641313","2020","221","10","50",22.6,4.5,".322",".529",".357",".376",".352",33.3,10.1,35.8,"99.049571899","93.615060633",39.3,30.9,55.2
"Bellinger, Cody","641355","2020","243","12","42",17.3,12.3,".239",".455",".333",".337",".374",29.2,9.4,41.5,"100.513292857","94.455236287",27.9,23.3,47.6
"Crawford, J.P.","641487","2020","232","2","39",16.8,9.9,".255",".338",".336",".303",".318",34.1,1.8,31.1,"97.315126098","92.657563049",22.9,18.2,41.1
"Dozier, Hunter","641531","2020","186","6","48",25.8,14.5,".228",".392",".344",".326",".331",26.4,8.2,30.9,"98.298979455","93.253164404",24.4,30.9,41.9
"Lewis, Kyle","641786","2020","242","11","71",29.3,14,".262",".437",".364",".349",".344",37.2,11.7,35,"98.801784265","93.501654412",24.6,36.3,43.2
"McMahon, Ryan","641857","2020","193","9","66",34.2,9.3,".215",".419",".295",".308",".296",27.1,11.2,43,"101.166563962","94.858618952",27.2,31.4,47.3
"Smith, Dominic","642086","2020","199","10","45",22.6,7,".316",".616",".377",".412",".392",43,13.3,46.7,"100.278953134","94.610905149",33.8,26,51.9
"Adames, Willy","642715","2020","205","8","74",36.1,9.8,".259",".481",".332",".347",".307",36.9,9.9,40.5,"100.611447818","94.419791091",26.3,38.7,46.2
"Kiner-Falefa, Isiah","643396","2020","228","3","32",14,6.1,".280",".370",".329",".307",".294",22.2,2.2,31.1,"96.603922889","92.344912179",27.4,15.8,47.4
"McNeil, Jeff","643446","2020","209","4","24",11.5,9.6,".311",".454",".383",".360",".337",37,2.5,26.5,"95.63896284","91.861592484",32.4,17.5,57
"Robles, Victor","645302","2020","189","3","53",28,4.8,".220",".315",".293",".273",".262",37.3,1.7,22.9,"94.70035","91.585986903",29.2,27.1,50.3
"Devers, Rafael","646240","2020","248","11","67",27,5.2,".263",".483",".310",".337",".328",33.3,12.1,43.6,"102.902087073","95.998599329",38.6,31.5,55
"Jiménez, Eloy","650391","2020","226","14","56",24.8,5.3,".296",".559",".332",".373",".364",32.9,16.5,55.7,"103.874396076","96.948955223",37.8,29.2,54.4
"Schwarber, Kyle","656941","2020","224","11","66",29.5,13.4,".188",".393",".308",".307",".340",28.8,11.2,47.2,"103.130327705","96.271187438",27.9,28,42.9
"Verdugo, Alex","657077","2020","221","6","45",20.4,7.7,".308",".478",".367",".362",".299",31.2,6.4,34.4,"98.021422025","93.054003567",27.8,18.7,42.8
"White, Evan","657108","2020","202","8","84",41.6,8.9,".176",".346",".252",".261",".292",27.3,14.1,52.5,"102.396977755","95.801080408",24.5,38,43.8
"Laureano, Ramón","657656","2020","222","6","58",26.1,10.8,".213",".366",".338",".315",".338",34.4,9.4,34.4,"99.202456563","93.694385859",23.3,25,40.2
"Moncada, Yoán","660162","2020","231","6","72",31.2,12.1,".225",".385",".320",".309",".290",33.8,6.2,33.1,"98.732421563","93.432022969",27.5,30.5,43.1
"Acuña Jr., Ronald","660670","2020","202","14","60",29.7,18.8,".250",".581",".406",".413",".420",34,16,57,"105.5944674","97.7021265",20,29.9,40.5
"Riley, Austin","663586","2020","206","8","49",23.8,7.8,".239",".415",".301",".307",".342",30.7,10,42.9,"101.303326667","95.046922681",32.3,30.1,54.2
"Tucker, Kyle","663656","2020","228","9","46",20.2,7.9,".268",".512",".325",".349",".327",34.1,9.1,44.5,"100.585821585","94.801780307",26.3,22.5,50.5
"Grisham, Trent","663757","2020","252","10","64",25.4,12.3,".251",".456",".352",".349",".368",37.9,11.1,41.8,"100.546281528","94.492469653",18,24.2,38.3
"Happ, Ian","664023","2020","231","12","63",27.3,13,".258",".505",".361",".369",".362",37.5,10.3,48.5,"101.293754179","95.210163083",24.2,35.7,43.5
"Lowe, Brandon","664040","2020","224","14","58",25.9,11.2,".269",".554",".362",".385",".384",37.2,17.5,43.1,"101.582307353","95.064492574",21.1,35.7,46.9
"Fletcher, David","664058","2020","230","3","25",10.9,8.7,".319",".425",".376",".350",".316",30.8,0.5,17.8,"93.861628587","90.930814293",26,8.6,37.2
"Tatis Jr., Fernando","665487","2020","257","17","61",23.7,10.5,".277",".571",".366",".392",".422",32.3,19.5,62.2,"105.418141463","98.319840671",26.1,28,47
"Guerrero Jr., Vladimir","665489","2020","243","9","38",15.6,8.2,".262",".462",".329",".338",".338",29.5,8.7,50.8,"104.137539231","96.564434725",24.6,24.7,47.9
"Soto, Juan","665742","2020","196","13","28",14.3,20.9,".351",".695",".490",".478",".475",33.3,18.3,51.6,"104.179163651","96.71684",15.9,21.4,36.2
"Gurriel Jr., Lourdes","666971","2020","224","11","48",21.4,6.3,".308",".534",".348",".372",".347",39.5,11.7,49.4,"101.125280494","95.206539938",33.9,26.3,51.2
"Reynolds, Bryan","668804","2020","208","7","57",27.4,10.1,".189",".357",".275",".278",".314",35.2,10.2,38.3,"99.182354844","93.601750078",27.7,27.7,46.8
"Edman, Tommy","669242","2020","227","5","48",21.1,7,".250",".368",".317",".302",".315",31,3.8,33.5,"98.038288205","93.038931538",25.6,19,42.7
"Solak, Nick","669256","2020","233","2","42",18,7.7,".268",".344",".326",".297",".318",27.5,4.7,40.4,"99.55755","94.098003235",24.2,19.1,43.8
"Hiura, Keston","669374","2020","246","13","85",34.6,6.5,".212",".410",".297",".304",".318",34.3,14.2,39.6,"99.973661343","94.067657368",30.4,42.7,50.1
"Lopez, Nicky","670032","2020","192","1","41",21.4,9.4,".201",".266",".286",".254",".287",30.5,1.5,26.7,"95.483714921","91.77179232",25.2,21,44.6
"Robert Jr., Luis","673357","2020","227","11","73",32.2,8.8,".233",".436",".302",".316",".326",36.6,13,40.5,"101.465314462","94.80674876",39.6,41.5,57.6
"Cabrera, Miguel","408234","2021","526","15","118",22.4,7.6,".256",".386",".316",".305",".315",32.8,8.3,49,"101.953387486","95.613068408",30.2,25.8,49.4
"Cruz Jr., Nelson","443558","2021","584","32","126",21.6,8.7,".265",".497",".334",".346",".363",31.8,13.6,52.5,"105.497885455","97.364589369",31,30.7,51
"Peralta, David","444482","2021","538","8","92",17.1,8.6,".259",".402",".325",".314",".293",27.2,5,41.8,"101.204662576","94.748489747",27.4,21.3,46.5
"Blackmon, Charlie","453568","2021","582","13","91",15.6,9.3,".270",".411",".351",".333",".359",32.6,7,38.5,"99.359821596","93.750499272",26.2,20.2,47.3
"McCutchen, Andrew","457705","2021","574","27","132",23,14.1,".222",".444",".334",".335",".344",33.6,9,39.5,"99.449259775","93.945349747",19.1,25.9,41.7
"Turner, Justin","457759","2021","612","27","98",16,10,".278",".471",".361",".358",".359",36.5,7.9,42.4,"99.559758318","94.25153575",22.7,17.7,44.5
"Votto, Joey","458015","2021","533","36","127",23.8,14.4,".266",".563",".375",".391",".406",44.3,17.2,53.2,"102.539441104","96.093851969",22,29.4,43.9
"Andrus, Elvis","462101","2021","541","3","81",15,5.7,".243",".320",".294",".270",".308",34,2.1,34.8,"98.143821256","93.154317918",31.9,19.6,48.9
"Santana, Carlos","467793","2021","659","19","102",15.5,13.1,".214",".342",".319",".294",".335",28,6.8,41.9,"100.529242479","94.571698094",22.6,22.2,43.4
"Lowrie, Jed","476704","2021","512","14","108",21.1,9.6,".245",".398",".318",".311",".343",36.5,9.3,45.9,"100.200115198","94.60925779",20.9,24.2,46.7
"Brantley Jr., Michael","488726","2021","508","8","53",10.4,6.5,".311",".437",".362",".347",".361",38.8,5.8,42.9,"99.686219375","94.187918365",24.1,10.9,45.6
"Gurriel, Yuli","493329","2021","605","15","68",11.2,9.8,".319",".462",".383",".363",".326",31,3.4,42,"99.889790127","94.187271203",26.1,13.9,42.8
"Rojas, Miguel","500743","2021","539","9","74",13.7,6.9,".265",".392",".322",".311",".292",32.4,2.8,32.9,"96.919576095","92.460967976",26.3,19.3,45.7
"Escobar, Eduardo","500871","2021","599","28","124",20.7,8,".253",".472",".314",".334",".328",38,8.9,34.5,"98.233403679","93.168115165",28.9,23.9,49.5
"Pham, Tommy","502054","2021","561","15","128",22.8,13.9,".229",".383",".340",".318",".350",35.6,10,47.6,"101.782107886","95.261546371",16,23.6,38.2
"Martinez, J.D.","502110","2021","634","28","150",23.7,8.7,".286",".518",".349",".364",".374",41.2,12.5,49.4,"102.421753991","95.887919576",33.7,29.2,54.2
"Goldschmidt, Paul","502671","2021","679","31","136",20,9.9,".294",".514",".365",".373",".397",36.9,13.6,50.6,"102.744108602","96.119572675",25.2,24.9,44.2
"Altuve, Jose","514888","2021","678","31","91",13.4,9.7,".278",".489",".350",".357",".332",32.1,6.4,35,"98.384760909","93.261160455",30.3,15.9,47.4
"Hernández, César","514917","2021","637","21","135",21.2,9.3,".232",".386",".308",".302",".311",32.6,6.8,33.2,"98.368510187","93.237272693",26.1,22,47.1
"Segura, Jean","516416","2021","567","14","78",13.8,6.9,".290",".436",".348",".338",".319",31.1,5.9,37.4,"99.697739358","93.921203784",30.1,17.1,48.7
"Marte, Starling","516782","2021","526","12","99",18.8,8.2,".310",".458",".383",".364",".347",32.6,8.4,39.6,"100.239516776","94.207705479",30.2,24.4,49.5
"Donaldson, Josh","518626","2021","543","26","114",21,13.6,".247",".475",".352",".353",".388",30.2,17.4,52.7,"104.204804343","97.023133829",22.6,27.6,45.2
"Freeman, Freddie","518692","2021","695","31","107",15.4,12.2,".300",".503",".393",".379",".416",37.2,11.5,46.1,"101.764448826","95.351215951",25.7,21,51.2
"LeMahieu, DJ","518934","2021","679","10","94",13.8,10.8,".268",".362",".349",".315",".340",33.3,3.7,43.5,"100.113305573","94.512956356",20.4,14.4,41.4
"Rizzo, Anthony","519203","2021","576","22","87",15.1,9,".248",".440",".344",".339",".347",31.4,7.7,41.1,"100.696655631","94.60294966",29.4,20.8,46.5
"Stanton, Giancarlo","519317","2021","579","35","157",27.1,10.9,".273",".516",".354",".370",".363",32.6,15.7,56.3,"108.657830625","99.263673807",28,32.6,44.2
"Perez, Salvador","521692","2021","665","48","170",25.6,4.2,".273",".544",".316",".359",".371",34.1,16.3,56.2,"104.087645903","97.05981185",44.7,33.7,58.9
"García, Avisaíl","541645","2021","515","29","121",23.5,7.4,".262",".490",".330",".346",".366",35.9,12.2,46.4,"102.661785607","95.672483217",37.2,33.7,58.1
"Villar, Jonathan","542340","2021","505","18","132",26.1,9.1,".249",".416",".322",".320",".307",29.9,7.4,34.9,"99.828691447","93.930594182",28,30.1,49.9
"Aguilar, Jesús","542583","2021","510","22","93",18.2,9,".261",".459",".329",".334",".334",34.7,8.5,41,"100.000025495","94.305900248",27.4,25.9,44.8
"Crawford, Brandon","543063","2021","549","24","105",19.1,10.2,".298",".522",".373",".377",".356",35.8,11.5,43.3,"99.818696492","94.078049948",27.9,29.3,51.7
"Cron, C.J.","543068","2021","547","28","117",21.4,11,".281",".530",".375",".383",".364",31.9,11.5,42,"101.733108492","94.934202465",30.8,27.4,47.1
"Grossman, Robbie","543257","2021","671","23","155",23.1,14.6,".239",".415",".357",".337",".334",39.5,7.6,34.1,"97.650887745","92.935303661",15.7,21.6,38.4
"Harrison, Josh","543281","2021","558","8","75",13.4,5.6,".279",".400",".341",".325",".333",39.5,4.4,32.6,"97.20370125","92.65377125",35.5,18.8,55.4
"Hosmer, Eric","543333","2021","565","12","99",17.5,8.5,".269",".395",".337",".319",".326",26.6,5.8,47,"102.446751471","95.653349314",31.8,22.9,48.3
"Semien, Marcus","543760","2021","724","45","146",20.2,9.1,".265",".538",".334",".368",".336",35.2,9.8,41.3,"99.347364664","93.999108178",21.3,21.5,45.1
"Grichuk, Randal","545341","2021","545","22","114",20.9,5,".241",".423",".281",".300",".297",30.4,8.5,41.1,"101.265902714","94.873053501",32.4,23.2,52.3
"Harper, Bryce","547180","2021","599","35","134",22.4,16.7,".309",".615",".429",".431",".430",38.9,18.1,49.7,"104.095508409","96.641756068",24.8,31.9,47.5
"Abreu, José","547989","2021","659","30","143",21.7,9.3,".261",".481",".351",".354",".349",31.2,10.2,49.3,"102.892077685","95.964420464",32.2,27.7,48.4
"Suárez, Eugenio","553993","2021","574","31","171",29.8,9.8,".198",".428",".286",".306",".326",33,15,39.8,"100.26923","94.340085339",23.3,29.5,42.7
"Schoop, Jonathan","570731","2021","674","22","133",19.7,5.5,".278",".435",".320",".324",".311",30.1,6.8,40.2,"101.189261968","94.661372435",35.3,24.7,52.5
"Arenado, Nolan","571448","2021","653","34","96",14.7,7.7,".255",".494",".312",".336",".311",34.1,6.7,37.5,"98.719642976","93.570965437",29,18.5,46.8
"Farmer, Kyle","571657","2021","529","16","97",18.3,4.2,".263",".416",".316",".316",".302",36,4.3,31.9,"97.545416308","92.888295077",35.4,20,49.9
"Haniger, Mitch","571745","2021","691","39","169",24.5,7.8,".253",".485",".318",".340",".353",33.6,12.6,45.1,"100.90811287","94.762439739",29.2,29.8,46.6
"Hernández, Enrique","571771","2021","585","20","110",18.8,10.4,".250",".449",".337",".338",".346",36.5,8.4,43.2,"99.999080443","94.357513827",24.9,23.5,44.6
"Muncy, Max","571970","2021","592","36","120",20.3,14,".249",".527",".368",".379",".407",34.9,16.1,46.6,"102.0590325","95.545324574",15.7,23.4,37.6
"Seager, Kyle","572122","2021","670","35","161",24,8.8,".212",".438",".285",".308",".319",35.7,12.3,40.1,"99.68216","94.062280564",29.2,29.6,49.6
"Taylor, Michael A.","572191","2021","528","12","144",27.3,6.3,".244",".356",".297",".286",".300",30.6,6.6,40.2,"100.404271228","94.393365396",30.5,30.9,51.9
"Yastrzemski, Mike","573262","2021","532","25","131",24.6,9.6,".224",".457",".311",".326",".318",33.1,10.3,39.3,"99.157264671","93.794353174",23,24.2,45.9
"Iglesias, Jose","578428","2021","511","9","75",14.7,4.1,".271",".391",".309",".304",".297",35.5,3.4,28.6,"96.57281701","92.297143784",43.2,18.9,55
"Bryant, Kris","592178","2021","586","25","135",23,10.6,".265",".481",".353",".356",".346",37.1,10.3,40,"99.222537","93.821051447",26.7,28,48.7
"Canha, Mark","592192","2021","625","17","128",20.5,12.3,".231",".387",".358",".333",".332",36.1,7.1,35.4,"97.938321269","93.004303181",20.7,21.5,40.5
"Castellanos, Nick","592206","2021","585","34","121",20.7,7,".309",".576",".362",".391",".374",44,10.6,46.9,"101.478243413","95.160421779",36.2,30.6,55
"Judge, Aaron","592450","2021","633","39","158",25,11.8,".287",".544",".373",".387",".418",38.5,17.6,58.4,"107.090197563","98.864780584",23.7,29.1,42.5
"Machado, Manny","592518","2021","640","28","102",15.9,9.8,".278",".489",".347",".350",".380",33.8,13.3,52.2,"104.861270593","97.161278811",28.9,23,48
"Realmuto, J.T.","592663","2021","537","17","129",24,8.9,".263",".439",".343",".336",".329",31.2,8.6,44.7,"101.300227486","94.997809341",30.7,27,49.5
"Renfroe, Hunter","592669","2021","572","31","130",22.7,7.7,".259",".501",".315",".344",".354",32.7,14.4,44.3,"102.674148889","95.514085899",31.8,25.9,48.2
"Merrifield, Whit","593160","2021","720","10","103",14.3,5.6,".277",".395",".317",".306",".301",40,3.5,28.8,"96.198273099","92.10313669",29,18.1,50
"Bogaerts, Xander","593428","2021","603","23","113",18.7,10.3,".295",".493",".370",".368",".359",36.4,9.7,43,"100.949849336","94.630657583",31,22,45.7
"Polanco, Jorge","593871","2021","644","33","118",18.3,7,".269",".503",".323",".349",".348",36.1,10.1,37.4,"99.644968803","94.059153897",29.7,19.7,49.5
"Sanó, Miguel","593934","2021","532","30","183",34.4,11.1,".223",".466",".312",".332",".322",32.3,17.7,55.9,"105.463960417","97.768462404",26.5,38.2,44.6
"Duvall, Adam","594807","2021","555","38","174",31.4,6.3,".228",".491",".281",".324",".330",33.3,16.1,43.9,"101.576989532","95.059923684",34,29.3,50
"Báez, Javier","595879","2021","547","31","184",33.6,5.1,".265",".494",".319",".344",".321",32.7,13.4,45.2,"102.100878994","95.40051456",44.6,40.5,56.9
"Lindor, Francisco","596019","2021","524","20","96",18.3,11.1,".230",".412",".322",".317",".344",35.6,8.2,44.1,"100.654597006","94.782827712",26.2,23.2,47.4
"Story, Trevor","596115","2021","595","24","139",23.4,8.9,".251",".471",".329",".341",".335",34.2,9.9,42.6,"100.826442959","94.729589592",30.5,27.4,50.8
"Candelario, Jeimer","600869","2021","626","16","135",21.6,10.4,".271",".443",".351",".344",".356",38.6,9,39.1,"99.820428626","94.030826508",29.2,23.4,47.6
"Bell, Josh","605137","2021","568","27","101",17.8,11.4,".261",".476",".347",".352",".367",28.5,8.8,52,"103.31235455","96.348443033",23.8,24.1,46.7
"Betts, Mookie","605141","2021","550","23","86",15.6,12.4,".264",".487",".367",".365",".357",34,7.8,41,"99.139157135","94.102277154",18.1,16.8,40.4
"Tapia, Raimel","606132","2021","533","6","70",13.1,7.5,".273",".372",".327",".305",".273",19.9,2.1,31.5,"96.953380048","92.476739258",33,14.7,51.2
"Hernández, Teoscar","606192","2021","595","32","148",24.9,6.1,".296",".524",".346",".369",".370",37.4,13.9,49,"103.3032702","96.169584775",30.7,31.8,51.8
"Turner, Trea","607208","2021","646","28","110",17,6.3,".328",".536",".375",".386",".364",34.6,7.4,46.2,"101.311622295","94.938968542",26.4,23,49.2
"Ramírez, José","608070","2021","636","36","87",13.7,11.3,".266",".538",".355",".372",".376",33.4,11.1,42.4,"100.831039528","94.777982232",24.1,14.9,43
"Gallo, Joey","608336","2021","616","38","213",34.6,18,".199",".458",".351",".348",".352",29.4,18.5,45.8,"103.455349562","96.100400474",19,38.8,40.4
"Swanson, Dansby","621020","2021","653","27","167",25.6,8,".248",".449",".311",".322",".332",36.8,11.4,42.7,"99.888272056","94.152698735",24.1,30.4,48.1
"Newman, Kevin","621028","2021","554","5","41",7.4,4.9,".226",".309",".265",".249",".275",32,1.6,26,"95.837500212","91.93298839",26.5,11.8,44.9
"Taylor, Chris","621035","2021","582","20","167",28.7,10.8,".254",".438",".344",".338",".329",38.1,10.2,38.1,"99.754756176","93.990311298",20.8,32.7,45.6
"Correa, Carlos","621043","2021","640","26","116",18.1,11.7,".279",".485",".366",".364",".373",33.5,9.4,42.7,"101.559240852","95.042767326",24.1,20.9,42.1
"Olson, Matt","621566","2021","673","39","113",16.8,13.1,".271",".540",".371",".379",".378",32.4,12.7,48.8,"102.889106926","95.968662554",23.7,23,47
"Alonso, Pete","624413","2021","637","37","127",19.9,9.4,".262",".519",".344",".363",".377",34.5,14.8,47.3,"103.709055662","96.163804165",30.8,24.9,49.3
"Frazier, Adam","624428","2021","639","5","69",10.8,7.5,".305",".411",".368",".341",".324",38.9,1,25.2,"94.770636087","91.395336317",26.1,12.4,47.6
"Soler, Jorge","624585","2021","602","27","142",23.6,11.1,".223",".432",".316",".323",".359",30.9,12.7,47,"103.589178942","96.139729418",23,29.2,44.8
"Cronenworth, Jake","630105","2021","643","21","90",14,8.6,".266",".460",".340",".341",".344",35.8,7.2,35,"98.727004664","93.509905895",23.5,13.7,43.2
"Meadows, Austin","640457","2021","591","27","122",20.6,10,".234",".458",".315",".327",".326",36.1,8.7,37.9,"99.236473035","93.763605871",25.1,24.4,46.7
"Anderson, Tim","641313","2021","551","17","119",21.6,4,".309",".469",".338",".345",".324",32.5,7.8,42.3,"100.468994726","94.526930721",36.9,25.9,57.8
