"last_name, first_name","player_id","year","pa","home_run","strikeout","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","oz_swing_percent","whiff_percent","swing_percent"
"Tanaka, Masahiro","547888","2019","759","28","149",19.6,5.3,".261",".450",".300",".314",".316",33.1,6.2,37.9,"78.778854255","93.819559787",34.6,23.2,50.4
"Ryu, Hyun Jin","547943","2019","723","17","163",22.5,3.3,".234",".359",".263",".263",".281",32.5,4.7,30.8,"75.101874845","93.046409264",33.5,24.7,49.7
"Wheeler, Zack","554430","2019","828","22","195",23.6,6,".258",".391",".303",".294",".297",34.5,5.3,32.4,"75.98017","93.070746151",30.8,23,50.9
"Boyd, Matthew","571510","2019","788","39","238",30.2,6.3,".247",".465",".301",".320",".297",33,9,35.3,"79.49947113","93.602302531",30.8,31.1,49.8
"Corbin, Patrick","571578","2019","835","24","238",28.5,8.4,".227",".375",".293",".285",".304",31.7,9.4,38.7,"78.977153813","94.527443294",34.4,31.5,47.4
"Fiers, Mike","571666","2019","754","30","126",16.7,7,".243",".408",".304",".303",".336",31.6,7.2,38.3,"77.021922904","93.655507408",26.9,18.2,47.3
"Matz, Steven","571927","2019","691","27","153",22.1,7.5,".260",".454",".324",".325",".326",31.9,8.6,38.6,"77.844797149","94.108907228",26.3,22.8,46.6
"Mikolas, Miles","571945","2019","764","27","144",18.8,4.2,".272",".449",".311",".319",".330",33,6.1,36.6,"77.882734945","93.621470874",33.4,21.5,49.3
"Paxton, James","572020","2019","633","23","186",29.4,8.7,".242",".423",".309",".310",".291",35.1,7.4,38.5,"78.768392552","93.979846684",30.4,30.7,49.9
"Stroman, Marcus","573186","2019","774","18","159",20.5,7.5,".257",".384",".313",".299",".292",27.2,4.1,35.6,"77.145629341","93.642928165",28.8,24.4,45.1
"Kikuchi, Yusei","579328","2019","721","36","116",16.1,6.9,".295",".539",".348",".368",".345",32.1,7.7,39.1,"78.574793106","94.039020928",26.8,19.9,47.7
"Gray, Jon","592351","2019","637","19","150",23.5,8.8,".259",".437",".329",".323",".328",31.6,5.9,43.8,"78.742396905","94.833960048",28.4,26.2,47.6
"Ray, Robbie","592662","2019","747","30","235",31.5,11.2,".234",".441",".325",".322",".322",38.9,10.7,38.6,"77.763446782","94.068618515",30.2,32.6,45.4
"Sampson, Adrian","592716","2019","563","29","101",17.9,6.4,".302",".568",".357",".382",".372",33.8,10.1,47.2,"80.856703527","94.946906416",28.3,21.3,49.5
"Sanchez, Aaron","592717","2019","605","20","115",19,11.2,".278",".457",".371",".353",".343",29.5,7.6,42.2,"78.709968488","94.604615941",24.9,21.8,44.5
"Smith, Caleb","592761","2019","646","33","168",26,9.3,".223",".454",".301",".315",".323",35.2,10.9,35.9,"78.086403184","93.67771197",29.7,27.7,49.7
"Smyly, Drew","592767","2019","514","32","120",23.3,10.7,".278",".558",".357",".379",".362",35.9,9.8,38.6,"78.162024251","94.082304461",25.3,25.9,44.5
"Syndergaard, Noah","592789","2019","824","24","202",24.5,5.9,".256",".410",".303",".301",".280",29.8,4.9,31.2,"76.312662","92.673274768",30.6,26.8,50.8
"Velasquez, Vince","592826","2019","516","26","130",25.2,8.3,".262",".498",".335",".347",".335",34.1,10.2,40.1,"81.149716975","94.589820741",28.4,25.7,49.5
"Williams, Trevor","592866","2019","636","27","113",17.8,6.9,".284",".513",".338",".351",".341",35.6,8.3,35.6,"77.24105181","93.41857625",30.4,22.1,50.3
"Germán, Domingo","593334","2019","594","30","153",25.8,6.6,".228",".442",".285",".305",".316",37.8,8.8,40.1,"78.974980455","94.057958608",32.9,28.2,49.5
"Rodriguez, Eduardo","593958","2019","859","24","213",24.8,8.7,".253",".391",".323",".307",".292",31.7,5.9,29.4,"75.237237491","92.609035278",30.4,27.4,46.4
"deGrom, Jacob","594798","2019","804","19","255",31.7,5.5,".207",".323",".257",".250",".250",31.5,4.8,30.8,"75.691489191","92.674544414",35.5,31.2,53.4
"Gonzales, Marco","594835","2019","866","23","147",17,6.5,".264",".422",".314",".311",".311",31.5,4.9,35.2,"77.912445506","93.493739367",29.7,18,47.7
"Beede, Tyler","595881","2019","523","22","113",21.6,8.8,".271",".462",".341",".339",".343",34,8.4,44.3,"81.635898483","94.938188282",27.5,26.1,46.2
"Junis, Jakob","596001","2019","771","31","164",21.3,7.5,".276",".468",".339",".340",".345",35.4,8.6,41.2,"80.168837313","94.223625504",27.6,22.6,45.3
"Norris, Daniel","596057","2019","610","25","125",20.5,6.2,".275",".473",".324",".334",".335",30.9,8.8,43.3,"80.671862557","94.909888856",28.5,22.9,47.6
"Bassitt, Chris","605135","2019","612","21","141",23,7.7,".229",".394",".303",".299",".302",32.6,4.9,31.7,"77.619143417","93.042677128",26,20.9,46.7
"Bundy, Dylan","605164","2019","700","29","162",23.1,8.3,".256",".462",".322",".329",".309",31.9,5.9,31.9,"78.252138085","93.062501128",33,28.1,49
"Davies, Zach","605200","2019","672","20","102",15.2,7.6,".256",".416",".313",".309",".339",37,7.2,33.3,"78.729539363","93.381141876",27.8,17.3,43.7
"López, Jorge","605347","2019","548","27","109",19.9,7.7,".286",".513",".350",".360",".361",34.6,11.9,40.6,"79.984725648","94.63687557",27.8,21.4,44.8
"Musgrove, Joe","605397","2019","718","21","157",21.9,5.4,".254",".437",".302",".309",".308",31.6,6.4,38.7,"78.298800906","93.889653787",32.8,24.5,51.9
"Nola, Aaron","605400","2019","852","27","229",26.9,9.4,".233",".393",".315",".304",".310",32.9,6.8,39.5,"78.647378213","93.936595657",32.3,26.5,44.6
"Turnbull, Spencer","605513","2019","656","14","146",22.3,9,".267",".413",".350",".329",".328",34,6.7,40.7,"78.858639213","94.367714074",27.5,24.7,46.9
"Means, John","607644","2019","637","23","121",19,6,".234",".417",".285",".295",".302",37.3,6.8,30.7,"77.25768382","92.937064678",27.9,22.1,48
"Fried, Max","608331","2019","702","21","173",24.6,6.7,".270",".419",".324",".315",".297",32.4,4.4,39.1,"78.499193718","94.017095085",29.6,25.7,47.4
"Giolito, Lucas","608337","2019","705","24","228",32.3,8.1,".205",".373",".273",".275",".283",37.3,9.4,34.6,"76.977268551","93.678942663",27.7,32.4,49.6
"Wacha, Michael","608379","2019","561","26","104",18.5,9.6,".290",".503",".360",".360",".356",35.5,7.8,35.5,"77.08827198","93.719873756",27.4,21.1,47.9
"Márquez, Germán","608566","2019","721","29","175",24.3,4.9,".259",".441",".299",".311",".327",34.2,7.9,43.1,"81.405430484","94.806133152",30.5,26.5,49.5
"Eflin, Zach","621107","2019","705","28","129",18.3,6.8,".268",".452",".323",".325",".307",30.1,6.9,32.8,"77.650030909","93.507853123",30.3,20.2,47.8
"Buehler, Walker","621111","2019","737","20","215",29.2,5,".223",".368",".268",".270",".277",34.5,5.4,36.4,"79.575999746","93.605811826",32.5,26.7,50.3
"Berríos, José","621244","2019","842","26","195",23.2,6.1,".251",".404",".302",".300",".304",34.2,6.5,32,"76.182677621","92.899373483",33.5,23.3,49.1
"Castillo, Luis","622491","2019","780","22","226",29,10,".202",".343",".289",".277",".277",26.2,5.1,33.6,"75.363934533","93.547291448",32.2,35.5,47.3
"Senzatela, Antonio","622608","2019","582","19","76",13.1,9.8,".313",".506",".384",".373",".362",31.7,6.1,44,"79.499558402","94.756131739",22.8,17.7,45.1
"López, Reynaldo","625643","2019","809","35","169",20.9,8,".278",".491",".342",".349",".338",36.3,7.6,38.3,"77.750217553","94.030077252",26.5,24.7,48.7
"Maeda, Kenta","628317","2019","624","22","169",27.1,8.2,".202",".371",".272",".274",".274",35.5,5.5,28.7,"75.76472264","92.259687538",33.6,32.1,48.9
"Chirinos, Yonny","630023","2019","530","23","114",21.5,5.3,".225",".414",".270",".286",".318",34.8,8.8,33.8,"77.286390316","93.461512711",28.3,22.4,49.6
"Hudson, Dakota","641712","2019","757","22","136",18,11.4,".245",".403",".338",".316",".337",31.4,6.8,38.8,"78.019221192","94.329664942",25.1,23.6,44.2
"Keller, Brad","641745","2019","709","15","122",17.2,9.9,".247",".381",".329",".307",".329",32.5,5.9,38.6,"78.716659407","93.808015663",27.6,19.7,46
"Lauer, Eric","641778","2019","651","20","138",21.2,7.8,".268",".430",".330",".321",".312",32.4,5.9,39.4,"79.717407511","94.107362711",25.6,19.8,47.8
"Mahle, Tyler","641816","2019","556","25","129",23.2,6.1,".266",".457",".318",".326",".313",32.3,7.5,37.6,"78.882235217","93.890329103",27.8,23.2,46.2
"Sparkman, Glenn","642098","2019","606","30","81",13.4,6.8,".296",".527",".349",".364",".362",39.5,7.7,41.8,"80.897866008","94.720399391",25.3,17,47.9
"Yarbrough, Ryan","642232","2019","563","15","117",20.8,3.6,".228",".383",".267",".273",".291",35.3,7,26.2,"73.485222732","92.216714694",32.2,22.3,49.6
"Jurado, Ariel","642558","2019","541","21","81",15,6.7,".304",".526",".351",".362",".367",34.5,10,43.1,"79.497765362","94.447427821",26.6,18,46.2
"Brault, Steven","643230","2019","505","15","100",19.8,10.5,".265",".438",".353",".338",".336",34.3,6.1,38.7,"80.86345485","94.370441886",27.1,23.3,45.3
"Alcantara, Sandy","645261","2019","838","23","151",18,9.7,".241",".397",".322",".308",".322",29.9,6.5,34.3,"75.970808983","93.287329508",31.3,23.5,49.6
"Soroka, Michael","647336","2019","701","14","142",20.3,5.8,".236",".340",".288",".272",".306",32.4,5.1,37.5,"76.8236949","93.829988028",31.3,22.5,48.8
"Flaherty, Jack","656427","2019","772","25","231",29.9,7.1,".192",".335",".256",".254",".279",33.4,6.9,30.3,"75.452172447","92.865941078",29.8,30.7,48
"Thornton, Trent","663423","2019","676","24","149",22,8.9,".259",".439",".327",".325",".327",38.7,7.4,37,"77.236397904","93.623029103",29,24.4,44.4
"Paddack, Chris","663978","2019","568","23","153",26.9,5.5,".204",".380",".255",".268",".279",33.1,7.1,32.5,"77.771064032","93.012504663",33.5,24.7,52.4
"Lucchesi, Joey","664192","2019","686","23","158",23,8.2,".233",".405",".297",".298",".297",30.9,7.2,36.4,"77.623735174","93.512160826",27.3,25.3,45.3
"Bieber, Shane","669456","2019","859","31","259",30.2,4.7,".230",".393",".271",".280",".295",32.5,8.5,43.3,"80.813265602","94.463244267",32.6,30.6,47.8
"Richards, Trevor","670950","2019","580","19","127",21.9,9.7,".249",".422",".327",".316",".312",34.9,6.4,34.7,"78.384091047","93.359764724",31.1,26.3,49
"Wainwright, Adam","425794","2020","262","9","54",20.6,5.7,".221",".369",".271",".277",".324",33,6.3,36.6,"75.684768404","93.58274617",30.2,24.1,46
"Greinke, Zack","425844","2020","273","6","67",24.5,3.3,".256",".405",".282",".293",".299",34.7,8.2,35.2,"74.93030732","93.291148144",26.3,27.7,40.8
"Sánchez, Aníbal","434671","2020","245","11","43",17.6,7.3,".313",".536",".371",".383",".354",37.6,9.4,37.6,"78.450162111","93.882949553",28.7,23.4,47.6
"Lester, Jon","452657","2020","265","11","42",15.8,6.4,".262",".459",".318",".333",".363",34,12.3,38.9,"77.820627228","94.226303762",25.9,18.1,44.3
"Scherzer, Max","453286","2020","295","10","92",31.2,7.8,".260",".424",".319",".319",".321",41.9,8.4,36.3,"77.195484023","94.048872832",30.1,32.4,50.5
"Arrieta, Jake","453562","2020","190","6","32",16.8,8.4,".298",".456",".358",".351",".359",35.5,7.8,38.3,"77.831902899","94.159655145",23.1,18.9,41.3
"Cueto, Johnny","456501","2020","277","9","56",20.2,9.4,".248",".423",".325",".324",".336",34.4,5.7,33.9,"77.153333789","93.34431836",25.8,19.9,45.2
"Happ, J.A.","457918","2020","196","8","42",21.4,7.7,".208",".382",".273",".284",".279",26.3,5.1,34.3,"78.233579118","93.142280296",25.6,22.5,48
"Lindblom, Josh","458676","2020","191","6","52",27.2,8.4,".244",".413",".319",".319",".310",44.2,5,32.5,"78.269397833","92.867144118",29,29.5,44
"Lynn, Lance","458681","2020","344","13","89",25.9,7.3,".206",".386",".277",".287",".279",34.4,5.4,37.5,"77.997525495","93.735972793",27.1,25.4,49.5
"Carrasco, Carlos","471911","2020","280","8","82",29.3,9.6,".221",".361",".301",".292",".300",35.5,8.3,34.9,"76.917276386","93.634904277",30.1,32.6,48.8
"Anderson, Brett","474463","2020","202","6","32",15.8,5,".270",".454",".317",".328",".333",31.4,6.4,48.1,"77.666151299","94.78777513",27.9,19.5,44.9
"Kershaw, Clayton","477132","2020","221","8","62",28.1,3.6,".194",".365",".226",".251",".271",29.3,8,34,"76.446133784","93.625258243",29.3,27.6,49.8
"Minor, Mike","501985","2020","239","11","62",25.9,8.4,".230",".415",".297",".307",".317",36.5,10.3,40.4,"75.572587564","93.83100891",27.5,27,46.6
"Gibson, Kyle","502043","2020","301","12","58",19.3,10,".275",".460",".362",".356",".360",33.3,7.2,39.6,"76.836915825","93.881787171",26.9,23.3,41.5
"Cobb, Alex","502171","2020","226","8","38",16.8,8,".252",".417",".319",".320",".376",33.9,9.5,48.2,"80.598450476","95.660059042",27.5,23.5,44.2
"Darvish, Yu","506433","2020","297","5","93",31.3,4.7,".211",".321",".253",".250",".269",36.9,6.4,34.2,"78.651437283","93.49421",30.3,31.9,49.7
"Bumgarner, Madison","518516","2020","190","13","30",15.8,6.8,".276",".576",".347",".383",".409",37.6,14.9,40.4,"78.889719296","94.348475532",29.4,17.4,49.4
"Duffy, Danny","518633","2020","242","10","57",23.6,9.1,".249",".437",".320",".324",".330",32.9,7.5,36,"77.840288987","93.989484013",26.3,25.6,46.3
"Porcello, Rick","519144","2020","261","5","54",20.7,5.7,".303",".434",".349",".340",".348",35.3,8.4,36.8,"74.969895638","93.762452941",27.1,15.3,48.4
"Pérez, Martín","527048","2020","262","8","46",17.6,10.7,".240",".415",".330",".325",".334",34.6,7.6,29.2,"75.493130333","92.55774838",23.6,22.1,43.3
"Anderson, Tyler","542881","2020","260","5","41",15.8,9.6,".256",".410",".336",".325",".334",39.5,5.8,31.1,"76.293347204","92.692784355",27.3,24.5,45.7
"Cole, Gerrit","543037","2020","288","14","94",32.6,5.9,".197",".405",".250",".279",".274",32,9.1,44.6,"79.873113372","94.802339591",33.1,34.2,49.6
"Eovaldi, Nathan","543135","2020","199","8","52",26.1,3.5,".273",".476",".313",".336",".314",31.6,8.8,39.7,"80.262470152","94.391919924",29.9,28.1,53.3
"Gray, Sonny","543243","2020","235","4","72",30.6,11.1,".203",".309",".298",".275",".304",37,3.7,32.6,"75.730744328","92.969396343",24.7,29.5,40
"Hendricks, Kyle","543294","2020","315","10","64",20.3,2.5,".240",".372",".260",".269",".274",34.3,4.5,32,"74.950220833","92.680787573",31.9,24.9,49.8
"Lyles, Jordan","543475","2020","266","12","36",13.5,8.6,".285",".494",".347",".356",".352",28.8,7.8,42,"79.626142277","94.068312723",20.9,16.8,43.1
"Roark, Tanner","543699","2020","220","14","41",18.6,10.5,".309",".613",".386",".417",".383",36.4,13,42.9,"78.045116316","94.365690395",25.2,26.6,44.3
"Bauer, Trevor","545333","2020","278","9","100",36,6.1,".159",".302",".219",".227",".225",25.9,6.3,38,"77.766438101","93.703112739",29.1,30.2,46.4
"Tanaka, Masahiro","547888","2020","197","9","44",22.3,4.1,".257",".455",".294",".319",".309",32.9,9.1,37.1,"77.732469143","93.627920643",32.8,29.7,51.6
"Ryu, Hyun Jin","547943","2020","275","6","72",26.2,6.2,".234",".352",".285",".279",".274",32.4,3.2,29.2,"76.646542667","92.768601899",31.2,26,49.3
"Stripling, Ross","548389","2020","220","13","40",18.2,8.2,".281",".538",".344",".373",".384",37.9,10.6,39.1,"82.255938333","94.656446",20.9,18.8,43.1
"Wheeler, Zack","554430","2020","288","3","53",18.4,5.6,".254",".348",".314",".291",".293",30.7,3.8,34,"73.20301619","93.138928469",32.7,22.6,52.9
"Boyd, Matthew","571510","2020","271","15","60",22.1,8.1,".278",".552",".348",".378",".349",37,10.9,37,"75.498472609","93.758217268",30.6,27.9,48.5
"Corbin, Patrick","571578","2020","295","10","60",20.3,6.1,".308",".489",".349",".357",".343",32.3,6.5,44.2,"80.567643519","94.923821302",33.6,23.6,50.4
"Fiers, Mike","571666","2020","257","9","37",14.4,6.2,".275",".436",".331",".332",".335",33.5,7.5,33.5,"78.570640102","93.424965867",21.8,15.6,44.9
"Heaney, Andrew","571760","2020","279","9","70",25.1,6.8,".246",".414",".301",".306",".321",36.2,7.4,39.4,"77.671291809","93.87947738",31.3,27.7,50.5
"Richards, Garrett","572070","2020","213","7","46",21.6,8,".244",".415",".310",".313",".328",37.2,8.8,35.1,"80.637716027","93.78769226",25.1,25.9,47.1
"Keuchel, Dallas","572971","2020","257","2","42",16.3,6.6,".218",".286",".271",".249",".317",34.3,4,31.3,"74.956208144","93.354275567",28.4,23.8,45.1
"Kikuchi, Yusei","579328","2020","194","3","47",24.2,10.3,".238",".366",".314",".299",".282",29.1,3.9,36.2,"79.08295125","94.18261",26,29.7,46.5
"Gausman, Kevin","592332","2020","245","8","79",32.2,6.5,".221",".389",".270",".283",".291",34.2,7.4,36.9,"76.682279595","93.725435608",30.2,33.1,50.9
"Ray, Robbie","592662","2020","251","13","68",27.1,17.9,".261",".522",".394",".390",".379",38,13.1,46,"81.886657353","95.147485294",24.5,32.9,40.9
"Walker, Taijuan","592836","2020","225","8","50",22.2,8.4,".214",".368",".293",".291",".340",40.1,7.2,32.9,"78.446220526","93.25322404",21.2,20.5,42.4
"Williams, Trevor","592866","2020","252","15","49",19.4,8.3,".296",".543",".363",".382",".342",33.7,6.7,36,"75.560006897","93.408938621",29.9,24.1,48.5
"Montas, Frankie","593423","2020","237","10","60",25.3,9.7,".270",".464",".342",".346",".330",37.9,7.8,35.3,"77.745635733","93.294562867",28.7,28.6,45.1
"deGrom, Jacob","594798","2020","268","7","104",38.8,6.7,".190",".323",".243",".246",".256",30.1,9.6,33.6,"77.995876806","93.342833889",35.6,40.7,54.1
"Gonzales, Marco","594835","2020","277","8","64",23.1,2.5,".222",".361",".253",".265",".301",36.6,8.4,34.3,"75.196540909","93.023268939",30.2,19.6,47.8
"Weaver, Luke","596133","2020","236","10","55",23.3,7.6,".292",".523",".347",".368",".333",36.4,9.3,42,"79.435491","94.356294875",23.1,24.8,47.9
"Bassitt, Chris","605135","2020","261","6","55",21.1,6.5,".233",".371",".288",".287",".301",28.9,5.9,37.4,"77.390751957","93.869726848",25.9,23,46.4
"Bundy, Dylan","605164","2020","267","5","72",27,6.4,".208",".343",".271",".268",".270",30.6,4.6,32.9,"75.951830235","93.090558935",29.7,29.3,45
"Davies, Zach","605200","2020","276","9","63",22.8,6.9,".216",".361",".269",".273",".344",36.1,10.3,36.6,"76.024619043","93.652096862",26.4,25.5,41.7
"Houser, Adrian","605288","2020","246","8","44",17.9,8.5,".285",".457",".358",".353",".333",29.4,5.6,32.8,"74.6402825","92.993536989",30.8,22.3,49
"Nola, Aaron","605400","2020","289","9","96",33.2,8,".205",".354",".273",".272",".283",34.5,5.4,38.1,"76.996211205","93.982298795",36.5,31.2,47.1
"Snell, Blake","605483","2020","203","10","63",31,8.9,".228",".429",".297",".312",".310",35.2,9.8,36.9,"76.379892333","93.60301225",33.3,33.7,47.6
"Turnbull, Spencer","605513","2020","242","2","51",21.1,12,".226",".337",".325",".296",".354",30,6.3,43.8,"81.291830641","94.939800903",22.6,28.2,43.5
"Woodruff, Brandon","605540","2020","293","9","91",31.1,6.1,".204",".341",".263",".264",".264",26.1,7.2,33.9,"74.869262273","93.347296343",26.7,28.9,48.3
"Glasnow, Tyler","607192","2020","238","11","91",38.2,9.2,".200",".400",".273",".289",".274",32,8.8,42.4,"80.449045323","94.735060081",27.4,32.6,46.5
"Fedde, Erick","607200","2020","222","10","28",12.6,9.9,".241",".441",".326",".328",".358",29,8.3,39.6,"78.413971084","94.515513273",23.1,15.3,41.6
"Freeland, Kyle","607536","2020","304","9","46",15.1,7.6,".278",".433",".339",".335",".344",31.9,5.6,35.8,"75.81297469","93.455217035",30.7,20.5,45.9
"Fried, Max","608331","2020","224","2","50",22.3,8.5,".211",".332",".290",".276",".263",28.5,3.3,23.8,"70.900345342","91.972286027",29.6,25.5,47.6
"Giolito, Lucas","608337","2020","288","8","97",33.7,9.7,".184",".310",".267",".257",".270",33.5,5.6,35.4,"75.1833505","93.575196101",28.3,36.6,50.7
"Márquez, Germán","608566","2020","344","6","73",21.2,7.3,".247",".373",".299",".292",".315",32.9,4.9,40.2,"77.797894754","94.009115432",28.1,26.3,49
"Voth, Austin","608723","2020","225","14","44",19.6,8,".281",".571",".351",".385",".356",36.5,9.4,43.4,"78.26105443","94.458397975",26.2,22,47.7
"Eflin, Zach","621107","2020","245","8","70",28.6,6.1,".263",".447",".311",".325",".283",27,7.5,32.7,"76.259577436","93.336786452",34.5,24,48.4
"McCullers Jr., Lance","621121","2020","227","5","56",24.7,8.8,".220",".405",".305",".308",".327",30.8,10.3,34.9,"79.549102222","93.617136736",26.2,29.5,40.6
"Mills, Alec","621219","2020","252","13","46",18.3,7.5,".230",".448",".294",".316",".342",30.8,9.2,39.5,"74.541613913","93.6962775",30.1,17.9,44.3
"Berríos, José","621244","2020","271","8","68",25.1,9.6,".237",".383",".317",".307",".322",33.3,6.3,39.7,"77.429804186","94.264088947",31.1,27.3,45.9
"Young, Alex","622065","2020","204","11","39",19.1,6.9,".277",".549",".324",".361",".378",41.3,12.7,40.7,"79.834825067","94.424558792",30.1,24.4,49.3
"Castillo, Luis","622491","2020","292","5","89",30.5,8.2,".233",".365",".298",".290",".266",28.7,4.5,37.1,"72.160531236","93.916524915",28.2,32.7,51
"Senzatela, Antonio","622608","2020","303","9","41",13.5,5.9,".254",".409",".307",".309",".330",27.9,5.4,38.3,"77.06990275","93.887047992",24.4,18.4,46.3
"Castellani, Ryan","624418","2020","189","12","25",13.2,13.8,".236",".522",".360",".374",".406",35.3,7.5,45.1,"81.435037164","94.716761128",22.8,24.9,42.4
"Maeda, Kenta","628317","2020","248","9","80",32.3,4,".168",".307",".202",".219",".257",31,7,24.7,"74.312775844","92.194825425",39.6,34.7,52.6
"Urías, Julio","628711","2020","224","5","45",20.1,8,".220",".327",".281",".269",".286",32.9,5,28.6,"76.528918228","92.859624241",27.3,26,49.6
"Manaea, Sean","640455","2020","222","7","45",20.3,3.6,".270",".427",".297",".309",".306",28.6,7.1,44.6,"80.702390964","94.775818364",27.1,22,48.6
"López, Pablo","641154","2020","240","4","59",24.6,7.5,".230",".346",".292",".278",".276",31.1,4.3,32.3,"73.64785675","92.8843835",32.7,26.2,50.7
"Keller, Brad","641745","2020","215","2","35",16.3,7.9,".202",".244",".270",".236",".323",32.9,3.7,39.1,"79.168217342","93.762296646",23,19.3,46.6
"Kuhl, Chad","641771","2020","197","8","44",22.3,14.2,".212",".394",".333",".322",".385",33.6,13.1,39.3,"78.284208333","94.600981849",22.8,26.8,39.7
"Mahle, Tyler","641816","2020","201","6","60",29.9,10.4,".198",".372",".294",".290",".283",33.6,6,39.7,"76.316209138","93.353811121",29.4,33.7,45.7
"Yarbrough, Ryan","642232","2020","234","5","44",18.8,5.1,".256",".374",".315",".301",".307",42.1,5.8,25.1,"69.197185952","92.039514311",37.8,27.6,52.2
"Dunn, Justin","643290","2020","198","10","38",19.2,15.7,".189",".409",".323",".319",".373",34.6,11,44.9,"83.598973651","95.01771632",20.2,22.1,41.2
"Civale, Aaron","650644","2020","312","11","69",22.1,5.1,".282",".474",".324",".339",".322",36.6,6.7,33.5,"75.989788288","93.101253964",29.2,24.9,45.5
"Canning, Griffin","656288","2020","238","8","56",23.5,9.7,".257",".443",".328",".330",".320",30.4,8.9,34.2,"78.665578571","93.665709221",26.5,27.1,45.1
"Cease, Dylan","656302","2020","255","12","44",17.3,13.3,".234",".477",".350",".354",".389",36.8,8.8,40.9,"79.089970706","94.561858059",22.9,25.3,41.5
"Montgomery, Jordan","656756","2020","193","7","47",24.4,4.7,".265",".442",".307",".321",".304",33.6,6,29.9,"71.276990909","92.997012576",34.2,28.2,49.9
"Peterson, David","656849","2020","205","5","40",19.5,11.7,".202",".337",".307",".290",".321",29.7,7.2,33.3,"76.464163088","93.302320667",24.1,26.1,42.5
"Sheffield, Justus","656954","2020","232","2","48",20.7,8.6,".251",".304",".323",".285",".312",29.8,3.7,46.6,"80.59685575","94.837836875",25.3,19.6,44
"Webb, Logan","657277","2020","246","4","46",18.7,9.8,".288",".429",".377",".353",".347",34.7,5.4,40.1,"77.132373855","93.898096024",22,22.9,42.1
"Lamet, Dinelson","659275","2020","267","5","93",34.8,7.5,".161",".260",".236",".225",".259",34.7,7.3,40,"77.445168667","94.21267604",30.8,32.5,47.4
"Bubic, Kris","663460","2020","222","8","49",22.1,9.9,".263",".434",".342",".336",".349",35.6,8.1,36.2,"74.927539315","93.665279658",21.8,24.6,44.8
"Singer, Brady","663903","2020","263","8","61",23.2,8.7,".220",".356",".293",".285",".301",28.8,4.5,40.1,"77.398455843","94.126124972",27.2,24.2,42
"Paddack, Chris","663978","2020","245","14","58",23.7,4.9,".262",".515",".302",".342",".345",34.7,11,47.4,"80.480246786","95.307474226",25.4,25.9,47.7
"Brubaker, JT","664141","2020","205","6","48",23.4,8.3,".262",".426",".332",".328",".321",35,8,32.8,"75.022040147","93.611878444",30.8,27.2,45.6
"Valdez, Framber","664285","2020","288","5","76",26.4,5.6,".240",".342",".293",".279",".301",33.5,7.9,48.7,"81.369185532","95.230895957",26.7,24.3,44.8
"Javier, Cristian","664299","2020","214","11","54",25.2,8.4,".188",".391",".262",".280",".271",28.6,6.4,29.3,"76.423836667","92.697385693",23.6,22.5,43.4
"Luzardo, Jesús","666200","2020","248","9","59",23.8,6.9,".257",".429",".316",".320",".318",34.3,7.1,36.7,"78.485395366","93.790261524",26.3,29.6,45
"Plesac, Zach","668676","2020","206","8","57",27.7,2.9,".191",".347",".218",".241",".285",31.7,9.9,33.1,"77.482322571","93.131533786",33.6,29.8,52.8
"Gallen, Zac","668678","2020","291","9","82",28.2,8.6,".210",".336",".284",".275",".296",33.7,7.2,32.6,"75.761361573","93.139621469",29.5,30.2,43.3
"May, Dustin","669160","2020","224","9","44",19.6,7.1,".220",".371",".278",".282",".315",30.1,6.7,33.7,"76.854846","93.489027438",26.7,19.1,48.3
"Burnes, Corbin","669203","2020","240","2","88",36.7,10,".174",".249",".267",".239",".273",31.2,7.2,34.4,"75.489102222","93.25455616",30.6,34.7,45
"Bieber, Shane","669456","2020","297","7","122",41.1,7.1,".167",".265",".229",".222",".251",26.1,7.2,43.1,"78.051342838","94.655112703",34.6,40.7,46.7
"Dobnak, Randy","677976","2020","200","3","27",13.5,6.5,".278",".367",".338",".313",".312",26.6,5.2,40.9,"75.1416852","94.450353356",31.5,20.4,47.9
"Wainwright, Adam","425794","2021","828","21","174",21,6,".220",".352",".275",".273",".302",34.3,6.2,35.6,"77.656330068","93.426713667",27.3,19.7,43.8
"Greinke, Zack","425844","2021","697","30","120",17.2,5.2,".252",".434",".291",".309",".319",35.3,6.5,35.4,"77.616197191","93.635624981",28.8,21.8,46
"Hill, Rich","448179","2021","661","21","150",22.7,8.3,".235",".402",".316",".313",".323",37,8.9,34.8,"77.366844465","93.717793953",25.4,23.1,46.1
"Morton, Charlie","450203","2021","756","16","216",28.6,7.7,".203",".309",".281",".264",".282",29.9,4.9,32.5,"77.626260088","93.368970396",27.8,28.9,46
"Lester, Jon","452657","2021","627","25","91",14.5,8.8,".285",".478",".349",".352",".343",33.5,7.7,37.2,"76.810550681","93.976799595",27.4,20,46.4
"Scherzer, Max","453286","2021","693","23","236",34.1,5.2,".185",".331",".239",".248",".263",33.6,8,34.3,"76.620696404","93.694755975",29.8,34.1,50.6
"Happ, J.A.","457918","2021","671","30","122",18.2,7.2,".288",".511",".341",".361",".356",38.4,11.6,41.8,"79.199376829","94.84715666",27,19.3,47.9
