"last_name, first_name","player_id","year","pa","home_run","strikeout","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","oz_swing_percent","whiff_percent","swing_percent"
"Ohtani, Shohei","660271","2022","660","14","219",33.2,6.7,".203",".316",".258",".255",".256",32,6.3,33.2,"76.028692589","93.179293104",28.6,33,49
"Bubic, Kris","663460","2022","587","18","110",18.7,10.7,".306",".475",".381",".371",".362",41,7.8,44.9,"78.945354653","94.901166658",23.9,21.3,47
"McKenzie, Triston","663474","2022","741","25","190",25.6,5.9,".201",".358",".253",".268",".293",37.3,9.8,40.6,"80.393226331","94.253239919",32,26.7,52.7
"McClanahan, Shane","663556","2022","640","19","194",30.3,5.8,".194",".317",".245",".248",".261",31.6,6.4,32.6,"76.838288308","93.270402693",32.4,34.3,49.5
"Lynch IV, Daniel","663738","2022","600","21","122",20.3,8.7,".290",".456",".355",".352",".345",33.7,8.8,47.7,"80.584255481","95.400197788",28.3,25.4,49.9
"Sandoval, Patrick","663776","2022","638","8","151",23.7,9.4,".246",".333",".322",".294",".307",31.6,5.7,34,"76.418262961","93.079175728",31.8,29.5,48.2
"Singer, Brady","663903","2022","621","18","150",24.2,5.6,".246",".378",".301",".300",".309",33.2,8.2,40.9,"78.537617019","94.198156795",26.4,22.9,44.3
"Brubaker, JT","664141","2022","646","17","147",22.8,8.4,".271",".433",".341",".339",".329",36.2,7.6,41.3,"78.589671843","94.550554573",30.6,27.3,46.4
"Valdez, Framber","664285","2022","827","11","194",23.5,8.1,".223",".305",".296",".272",".284",24,5.8,41.6,"78.817299816","94.706992647",27.9,25.6,47
"Javier, Cristian","664299","2022","585","17","194",33.2,8.9,".170",".305",".252",".251",".244",31.2,7.2,33.6,"78.619212378","93.183498502",28,30.4,49.2
"Urquidy, José","664353","2022","681","29","134",19.7,5.6,".244",".438",".292",".316",".329",34.7,9.4,40.8,"79.048289799","94.325262048",30,22.3,52
"Kremer, Dean","665152","2022","512","11","87",17,6.6,".262",".390",".318",".312",".326",36.6,7.3,39.2,"76.970003579","94.020185237",32.3,22.2,50.7
"Manoah, Alek","666201","2022","786","16","180",22.9,6.5,".202",".314",".268",".261",".284",33,5.4,31.5,"77.162472322","92.941560807",30.9,24.8,49.5
"Plesac, Zach","668676","2022","568","19","100",17.6,6.7,".260",".426",".315",".324",".351",37.6,9.6,41.5,"78.809965782","94.240411663",31.3,22,51.5
"Gallen, Zac","668678","2022","714","15","192",26.9,6.6,".186",".307",".252",".250",".278",33,7.8,36.1,"76.866627074","93.452634902",31.9,23,47.4
"Greene, Hunter","668881","2022","531","24","164",30.9,9,".222",".420",".305",".318",".310",35.6,9.4,40.1,"79.380686169","94.284722541",28.3,31.9,48.8
"Wilson, Bryse","669060","2022","509","20","79",15.5,6.3,".287",".485",".341",".356",".358",37.6,7.7,43.8,"80.680833316","94.94142239",27,17.8,47.8
"Burnes, Corbin","669203","2022","797","23","243",30.5,6.4,".197",".341",".261",".267",".273",31.6,5.7,34.1,"75.64792823","93.404000041",33.5,35.2,46.2
"Gilbert, Logan","669302","2022","766","19","174",22.7,6.4,".242",".390",".295",".299",".314",37.6,7.1,45.6,"80.915132121","95.054543814",25.8,24.2,50.3
"Bieber, Shane","669456","2022","791","18","198",25,4.6,".230",".347",".266",".269",".292",32.4,7.2,43.1,"79.516670909","94.359625491",31.8,29.7,49.7
"Kirby, George","669923","2022","542","13","133",24.5,4.1,".264",".393",".299",".302",".284",31.4,8.9,38.7,"78.655938191","94.146828112",29,21.2,52.6
"Detmers, Reid","672282","2022","539","13","122",22.6,8.5,".231",".377",".305",".300",".312",39.9,8,38.6,"79.42641674","93.829833352",29.2,25.3,48.3
"Strider, Spencer","675911","2022","528","7","202",38.3,8.5,".180",".264",".254",".235",".242",32.7,6.1,36,"77.317558633","93.436230072",30.9,34.9,50
"Garcia, Luis","677651","2022","643","23","157",24.4,7.3,".222",".399",".279",".295",".294",35.4,7.8,36.3,"77.928197512","93.46698963",29.8,29.1,48.9
"Gray, Josiah","680686","2022","649","38","154",23.7,10.2,".239",".489",".324",".350",".319",33.6,10.7,36.9,"75.597201498","93.715460483",27.5,26.9,44.8
"Bradish, Kyle","680694","2022","509","17","111",21.8,9,".265",".419",".340",".334",".327",31.4,7.8,41,"79.161812105","94.57371783",25.2,23.6,45.4
"Greinke, Zack","425844","2023","593","25","97",16.4,3.9,".282",".467",".312",".332",".344",32.6,7.7,38.8,"79.099913176","94.182767312",27.9,17.3,46.8
"Verlander, Justin","434378","2023","669","18","144",21.5,6.7,".226",".369",".283",".284",".295",30.5,8.2,41.3,"79.990406017","94.269512972",30.6,22.5,49.6
"Hill, Rich","448179","2023","660","23","129",19.5,8.8,".281",".487",".351",".359",".360",37.3,10.1,39.9,"78.850617598","94.135267838",25,19.3,45.4
"Morton, Charlie","450203","2023","716","14","183",25.6,11.6,".244",".371",".344",".318",".330",36.8,7.8,39.1,"77.30793493","94.400073953",28.2,32.2,42.9
"Scherzer, Max","453286","2023","621","28","174",28,7.2,".221",".407",".282",".298",".281",32.2,8.5,36.9,"77.751416869","93.790833646",30.3,28.6,51
"Lynn, Lance","458681","2023","808","44","191",23.6,8.3,".259",".484",".328",".347",".337",35.2,10.4,39.3,"77.065476868","94.313936189",28.3,28.7,50.1
"Kershaw, Clayton","477132","2023","523","19","137",26.2,7.6,".209",".367",".273",".280",".300",34.7,9,39.1,"77.970437953","94.209900469",30.7,28,49.6
"Gibson, Kyle","502043","2023","807","23","157",19.5,6.8,".270",".437",".322",".326",".335",33.4,7.6,44.5,"78.377673356","94.787380789",27.8,25.3,45.6
"Cobb, Alex","502171","2023","646","19","131",20.3,5.7,".272",".435",".319",".325",".333",33.1,7,43.4,"78.162474979","94.959257569",30.5,21.7,44.9
"Darvish, Yu","506433","2023","573","18","141",24.6,7.3,".259",".420",".321",".321",".302",33,6.8,38.2,"77.260033579","93.949118786",27.2,25,46.4
"Kelly, Merrill","518876","2023","721","20","187",25.9,9.4,".222",".371",".299",".294",".313",35.1,7.8,41.8,"78.631396856","94.559456681",32.9,27,49.1
"Pérez, Martín","527048","2023","608","21","93",15.3,8.1,".274",".441",".336",".335",".338",33.1,7.6,37.2,"78.339075442","93.950532389",28.1,17.2,45.3
"Anderson, Tyler","542881","2023","629","20","119",18.9,10.2,".266",".455",".346",".345",".340",37.6,8.2,32.3,"75.818054326","93.084649767",29.5,27.8,49.7
"Cole, Gerrit","543037","2023","821","20","222",27,5.8,".206",".322",".259",".256",".289",33.7,7.6,39.2,"78.703162612","93.996080634",29.9,26,50.1
"Eovaldi, Nathan","543135","2023","577","15","132",22.9,8.1,".225",".382",".295",".296",".308",30.1,7.9,43.1,"77.314907795","94.415751825",28.6,26.3,47.8
"Gray, Sonny","543243","2023","754","8","183",24.3,7.3,".226",".319",".288",".270",".296",32.9,6.9,39.2,"78.435195138","94.126464752",28.4,26,47.7
"Hendricks, Kyle","543294","2023","578","13","93",16.1,4.7,".255",".393",".293",".296",".313",33.7,6.2,31.5,"72.3316","93.059797773",33.9,21.1,46.7
"Lyles, Jordan","543475","2023","748","39","120",16,6,".255",".501",".305",".340",".340",34.6,9.9,35.5,"78.646858035","93.749665333",28.4,20.1,48.1
"Lorenzen, Michael","547179","2023","624","20","111",17.8,7.5,".243",".399",".302",".304",".327",33.9,8,40.2,"80.116257074","94.295669956",30.1,21.6,49.4
"Wheeler, Zack","554430","2023","787","20","212",26.9,5,".229",".364",".274",".277",".277",35.1,5.1,36.4,"75.393585916","93.267420573",32.1,28.6,51.3
"Corbin, Patrick","571578","2023","790","33","124",15.7,7.2,".293",".481",".344",".353",".373",37.9,9.3,44,"80.192000808","94.927415572",27.1,21.2,45.7
"Heaney, Andrew","571760","2023","641","23","151",23.6,9.4,".251",".439",".332",".335",".327",31.4,10.2,38.6,"80.118188846","94.263143438",30.5,26.4,48.2
"Mikolas, Miles","571945","2023","860","26","137",15.9,4.5,".282",".454",".319",".330",".354",38.9,9.8,43,"80.242845536","94.593177009",27.5,16.7,49.7
"Stroman, Marcus","573186","2023","575","9","119",20.7,9,".231",".335",".304",".285",".318",30.7,5,41.4,"79.8502842","94.625671429",26.8,22.3,45.1
"Kikuchi, Yusei","579328","2023","700","27","181",25.9,6.9,".255",".426",".311",".319",".319",37.7,9,42.4,"80.862697662","94.432324264",29.6,28,48.7
"Gausman, Kevin","592332","2023","763","19","237",31.1,7.2,".233",".379",".291",".292",".303",36.9,9.9,43.3,"77.897586061","94.803198308",32.6,28.9,49.3
"Gray, Jon","592351","2023","656","22","142",21.6,8.2,".256",".400",".325",".317",".325",35.5,6.4,39.5,"78.991165586","94.126791486",32.1,26.3,50.8
"Smyly, Drew","592767","2023","626","26","141",22.5,8.9,".265",".478",".335",".348",".313",35.9,7.3,33.6,"76.258119279","93.493708582",31.8,27.1,46.6
"Taillon, Jameson","592791","2023","655","27","140",21.4,6.3,".258",".442",".308",".322",".332",36.2,10.7,38.4,"76.828018498","94.064186052",29.2,22,49.1
"Walker, Taijuan","592836","2023","733","20","138",18.8,9.7,".238",".397",".320",".313",".322",33.1,6.8,40.9,"77.901900078","94.417705363",27.4,20.5,44.1
"Williams, Trevor","592866","2023","658","34","111",16.9,7.9,".300",".533",".358",".377",".360",36.9,10.2,38.6,"77.005416033","93.997254483",28.1,19,47.1
"Rodriguez, Eduardo","593958","2023","621","15","143",23,7.7,".227",".359",".289",".284",".310",31.4,7.5,38.5,"76.990684623","94.247869548",27.9,23.8,47.8
"Weaver, Luke","596133","2023","563","29","109",19.4,7.1,".301",".559",".353",".385",".357",40.2,9.8,42,"78.04239848","94.508679902",24.9,21.6,47.3
"Gomber, Austin","596295","2023","603","26","87",14.4,7.1,".297",".513",".351",".368",".362",31.3,8.9,44.3,"79.777446652","94.9510922",24.2,19,47.5
"Pivetta, Nick","601713","2023","587","23","183",31.2,8.5,".208",".402",".283",".296",".308",40.1,11.8,43.8,"80.327621156","94.780976127",33.1,29.6,48.9
"Bassitt, Chris","605135","2023","826","28","186",22.5,7.1,".235",".403",".299",".304",".310",36,8.3,35.3,"75.819874626","93.662809412",27,21.9,47.3
"Clevinger, Mike","605182","2023","549","16","110",20,7.3,".244",".407",".310",".312",".312",34.9,7.2,35.9,"77.254600722","93.563543824",29,23.2,49.1
"Nola, Aaron","605400","2023","793","32","202",25.5,5.7,".240",".425",".283",".303",".298",36.3,8.3,38.5,"78.53543572","94.143390037",34.7,26,49.3
"Snell, Blake","605483","2023","742","15","234",31.5,13.3,".181",".286",".293",".266",".300",37,7.4,33.8,"75.667264472","93.364914171",27.9,37.3,42.9
"Rea, Colin","607067","2023","517","23","110",21.3,7.4,".235",".434",".296",".313",".323",34.5,7.7,43.3,"79.914554222","94.82878625",27.4,24,47.9
"Freeland, Kyle","607536","2023","677","29","94",13.9,6.2,".300",".506",".342",".360",".361",35,8.7,43.5,"79.780080451","94.648559793",29,17.1,51
"Lugo, Seth","607625","2023","604","19","140",23.2,6,".249",".412",".296",".306",".323",34.6,9.6,44.2,"80.522905755","94.837821229",25.9,21.8,46.3
"Giolito, Lucas","608337","2023","794","41","204",25.7,9.2,".240",".482",".317",".339",".329",33.3,11,41.6,"77.97955087","94.420691621",27,28.8,46.8
"Wacha, Michael","608379","2023","553","15","124",22.4,7.8,".224",".380",".288",".291",".318",38.6,7.3,35.5,"77.384295812","93.517212696",29.7,24.6,47.9
"Eflin, Zach","621107","2023","703","19","186",26.5,3.4,".235",".379",".264",".276",".270",29.2,9,35.1,"75.557414813","93.73501605",34,24,49.9
"Berríos, José","621244","2023","782","25","184",23.5,6.6,".241",".397",".300",".302",".326",39.1,8.6,35.8,"77.334530262","93.583561201",30.5,25.4,46.5
"Castillo, Luis","622491","2023","802","28","219",27.3,7,".218",".395",".276",".289",".302",31,9.4,41.8,"78.960209073","94.709603649",31.3,30.6,52.1
"Suárez, Ranger","624133","2023","540","13","119",22,8.9,".267",".414",".333",".325",".321",35.3,7.5,36.1,"76.421901685","93.62207436",29.6,23,45
"López, Pablo","641154","2023","801","24","234",29.2,6,".238",".385",".292",".294",".269",32.4,6.3,34.8,"75.934517778","93.235848194",34.3,30.3,51.7
"Dunning, Dane","641540","2023","722","20","140",19.4,7.6,".250",".393",".316",".310",".325",32.5,7.5,40.2,"77.759256899","94.06919",27.9,22.2,47
"France, J.P.","641585","2023","581","19","101",17.4,8.1,".263",".414",".322",".319",".337",33.9,8.1,38.7,"79.324354233","94.108334569",23.5,21.9,44.9
"Ober, Bailey","641927","2023","577","22","146",25.3,5,".232",".403",".279",".294",".295",33.4,9.6,35.7,"77.740159286","93.490782916",33.5,28.7,53.1
"Peralta, Freddy","642547","2023","680","26","210",30.9,7.9,".212",".387",".282",".291",".284",32.3,8.6,37.7,"75.952795517","93.704981926",28.8,33.6,47.8
"Alcantara, Sandy","645261","2023","762","22","151",19.8,6.3,".251",".391",".302",".301",".320",31.4,7,40.6,"77.348736884","94.275894674",34.8,25.2,54.2
"Civale, Aaron","650644","2023","504","12","116",23,6.5,".235",".363",".293",".288",".297",33.5,6.6,36.4,"78.321917907","94.02557481",30.3,22.7,46.9
"Canning, Griffin","656288","2023","536","22","139",25.9,6.7,".245",".430",".303",".315",".309",31.5,9.8,44.2,"81.182281765","94.781038053",29,29.1,48.4
"Cease, Dylan","656302","2023","784","19","214",27.3,10.1,".250",".405",".332",".321",".313",36.8,6.2,41.6,"79.788605816","94.355014456",28.2,31,46.3
"Flaherty, Jack","656427","2023","650","17","148",22.8,10.2,".287",".450",".370",".356",".343",38.5,7.3,38.3,"76.595665118","93.759440071",25.3,26.6,44
"Keller, Mitch","656605","2023","825","25","210",25.5,6.7,".249",".404",".308",".310",".315",36.5,8.6,35.6,"75.953749524","93.735176239",27.1,23.2,47.8
"Kopech, Michael","656629","2023","591","29","134",22.7,15.4,".238",".470",".368",".363",".363",31.6,12.7,42.4,"79.995233636","94.720039517",24.6,26.9,42.1
"Megill, Tylor","656731","2023","567","18","105",18.5,10.2,".282",".440",".362",".350",".365",37,9.1,42.6,"78.869756548","94.663499746",23.6,23.3,44.9
"Montgomery, Jordan","656756","2023","777","18","166",21.4,6.2,".247",".393",".295",".298",".308",36.3,7.5,37.9,"77.154947138","93.903178297",30,25.9,47.6
"Steele, Justin","657006","2023","716","14","176",24.6,5,".251",".371",".295",".291",".290",33.4,5.4,36.6,"76.614522327","93.56474102",31.9,23.8,52.9
"Webb, Logan","657277","2023","850","20","194",22.8,3.6,".248",".374",".280",".283",".295",28.4,6.9,46,"79.69594423","95.252167361",32.5,20.7,47.4
"Schmidt, Clarke","657376","2023","694","24","149",21.5,6.6,".268",".451",".326",".334",".320",31.1,7.6,41,"77.79197595","94.39970499",29.7,22.6,47.1
"Ryan, Joe","657746","2023","672","32","197",29.3,5.1,".248",".452",".290",".316",".291",34,8.7,41.6,"79.798987488","94.412337442",32.9,26.8,55.1
"Ohtani, Shohei","660271","2023","531","18","167",31.5,10.4,".184",".333",".285",".277",".302",34,10.1,35,"73.9743325","93.442735912",25.7,30.8,46.7
"Irvin, Jake","663623","2023","530","20","99",18.7,10.2,".255",".431",".340",".335",".345",33.1,10.3,39.6,"80.193214837","94.671824251",22.6,17.8,43.7
"Sandoval, Patrick","663776","2023","652","12","128",19.6,11.3,".256",".374",".344",".318",".332",38,7,35.1,"76.334476941","93.456079153",29.1,27.7,46.6
"Singer, Brady","663903","2023","702","20","133",18.9,7,".287",".467",".341",".346",".340",34.8,7.8,48.6,"80.379261107","95.275444743",26.4,22.7,45.6
"Valdez, Framber","664285","2023","808","19","200",24.8,7.1,".228",".365",".290",".287",".320",30.9,8,45.6,"81.844590865","95.101299868",29,26.7,47.2
"Javier, Cristian","664299","2023","687","25","159",23.1,9,".234",".424",".309",".317",".323",38.1,9.4,38.3,"78.877175219","93.876231451",29.3,27.1,48
"Kremer, Dean","665152","2023","735","27","157",21.4,7.5,".254",".416",".314",".317",".339",36.9,8.9,40.3,"79.052297752","94.393783895",26.3,24,47.7
"Garrett, Braxton","666129","2023","659","20","156",23.7,4.4,".250",".420",".294",".307",".328",32.2,7.8,45.1,"78.937398913","95.013758957",31.2,25.3,47.2
"Luzardo, Jesús","666200","2023","741","22","208",28.1,7.4,".239",".409",".301",".307",".307",34.7,9.5,40,"78.474338846","94.421479593",31.3,31.4,48.6
"Gallen, Zac","668678","2023","846","22","220",26,5.6,".238",".382",".284",".289",".314",36.4,9.2,46.2,"82.024994196","95.003873538",30,26.3,47.2
"Ashcraft, Graham","668933","2023","624","23","111",17.8,8.3,".265",".444",".338",".339",".340",34,6.9,38.9,"76.720419821","94.143819215",27.3,22.1,48.2
"Gore, MacKenzie","669022","2023","582","27","151",25.9,9.8,".258",".459",".330",".339",".347",35.1,12.1,43.7,"78.41922712","94.967012446",29.3,27.9,48.5
"Nelson, Ryne","669194","2023","619","24","96",15.5,7.4,".284",".515",".334",".357",".349",37.1,11.6,42.7,"80.703908814","94.897921525",25.1,20.3,49.8
"Burnes, Corbin","669203","2023","784","22","200",25.5,8.4,".200",".324",".274",".266",".285",31,5.3,32.4,"74.856549488","92.974631594",30,28.7,46.3
"Gilbert, Logan","669302","2023","770","29","189",24.5,4.7,".233",".409",".270",".290",".297",35,9,44.6,"80.44648539","94.746169145",29.8,26.3,52.2
"Bieber, Shane","669456","2023","533","14","107",20.1,6.4,".253",".406",".303",".307",".336",34.4,7.8,47.8,"81.658119741","95.361877073",29,24.2,46.1
"Kirby, George","669923","2023","757","22","172",22.7,2.5,".246",".395",".270",".284",".305",32,7.5,40.9,"78.350455269","94.249794794",32.9,22.9,54.5
"Oviedo, Johan","670912","2023","781","19","158",20.2,10.6,".237",".397",".330",".319",".329",32.2,7.6,40.2,"77.184773602","94.173687869",24.7,26,46.5
"Allen, Logan","671106","2023","537","16","119",22.2,8.9,".263",".420",".330",".326",".323",34.2,7.6,39.1,"77.882028571","94.245612837",28.4,24,47.7
"Detmers, Reid","672282","2023","644","19","168",26.1,9.3,".248",".401",".332",".321",".327",37.2,6.2,41.4,"79.273350299","94.457081521",27.6,27.1,48.8
"Senga, Kodai","673540","2023","694","17","202",29.1,11.1,".208",".327",".301",".282",".304",31.5,6.8,40.6,"77.901311034","94.284814148",27.4,29.7,45.2
"Strider, Spencer","675911","2023","763","22","281",36.8,7.6,".210",".355",".279",".279",".273",40.2,8.2,36.1,"77.7258957","93.784333768",34.3,38.6,53
"Miller, Bobby","676272","2023","505","12","119",23.6,6.3,".226",".364",".283",".283",".286",33.3,6,37.6,"77.304123023","93.812180058",28.6,26.7,48.2
"Bibee, Tanner","676440","2023","585","13","141",24.1,7.7,".230",".353",".295",".285",".297",37.8,6.1,38.1,"78.01009352","94.070533376",27.4,26.3,47.2
"Sears, JP","676664","2023","735","34","161",21.9,7.2,".249",".465",".319",".335",".330",32.7,11.1,38.4,"77.25363428","94.084952044",29.4,24.7,51
"Crawford, Kutter","676710","2023","527","17","135",25.6,6.8,".221",".388",".281",".290",".280",30.5,7.7,35.3,"76.355210455","93.712169573",31.9,26.8,52.4
"Bello, Brayan","678394","2023","668","24","132",19.8,6.7,".270",".453",".324",".334",".314",28,7,44.3,"78.007244174","94.760085031",29.4,24.4,48.4
"Rodriguez, Grayson","680570","2023","515","16","129",25,8.2,".259",".418",".321",".320",".316",33.4,7.3,43.7,"79.61343345","94.422562845",29.7,26.3,50.4
"Gray, Josiah","680686","2023","698","22","143",20.5,11.5,".251",".412",".345",".332",".342",35,9.4,36.7,"75.912309009","93.710812694",27.6,26.1,46.4
"Bradish, Kyle","680694","2023","671","14","168",25,6.6,".215",".330",".275",".268",".300",33.3,6.9,42,"80.023999375","94.268400156",27.7,25.9,45.8
"Miller, Bryce","682243","2023","537","18","119",22.2,4.8,".248",".427",".293",".309",".337",38.7,10.9,42.1,"80.533819372","94.75094644",28.6,24.1,52.8
"Waldichuk, Ken","686610","2023","639","24","132",20.7,11.1,".271",".480",".360",".361",".332",34.7,7.7,38.5,"77.103488815","93.79839827",27.6,25.1,47.5
"Brown, Hunter","686613","2023","665","26","178",26.8,8.3,".262",".456",".332",".340",".318",30,10.9,44.4,"80.710690569","94.872462251",27.5,24.8,46.4
"Elder, Bryce","693821","2023","732","19","128",17.5,8.6,".245",".390",".316",".309",".329",32,6,41,"79.502454545","94.398947273",28.5,23.5,46.3
"Morton, Charlie","450203","2024","120","2","28",23.3,9.2,".215",".327",".300",".288",".295",36.7,7.6,31.6,"74.6985315","92.908124304",26,24,48.4
"Lynn, Lance","458681","2024","114","4","26",22.8,8.8,".245",".402",".316",".320",".323",31.2,13,41.6,"78.637636579","94.428942667",27,26.2,46.6
"Carrasco, Carlos","471911","2024","106","3","20",18.9,12.3,".275",".495",".377",".384",".334",31,5.6,45.1,"81.344083714","94.638112429",24.1,23.7,44
"Quintana, Jose","500779","2024","115","3","20",17.4,12.2,".270",".420",".357",".347",".397",37,7.4,45.7,"79.15834","94.244949383",21.1,16.8,40.3
"Gibson, Kyle","502043","2024","125","5","20",16,9.6,".227",".427",".304",".322",".382",31.5,10.9,43.5,"76.508405","94.705000659",25.9,23.4,40.9
"Darvish, Yu","506433","2024","101","2","22",21.8,9.9,".230",".379",".310",".308",".339",32.4,5.9,50,"83.381750588","95.651485224",22.5,22.4,50.4
"Kelly, Merrill","518876","2024","92","3","21",22.8,6.5,".200",".329",".253",".262",".288",29.7,9.4,26.6,"76.270790645","93.081218548",33,25.4,49
"Sale, Chris","519242","2024","123","4","33",26.8,5.7,".193",".316",".246",".254",".285",26.8,6.1,29.3,"70.23287525","92.8343065",37.6,27.6,52.3
"Pérez, Martín","527048","2024","148","1","27",18.2,8.8,".258",".348",".333",".311",".338",34.9,5.7,47.2,"78.479160189","95.350750476",24.6,20.2,45
"Anderson, Tyler","542881","2024","122","4","21",17.2,10.7,".176",".324",".270",".272",".338",37.9,11.5,31,"76.011449318","92.546490115",30.2,26.6,49.9
"Eovaldi, Nathan","543135","2024","148","3","36",24.3,11.5,".214",".357",".318",".306",".306",30.4,6.5,40.2,"78.012695435","93.928128791",31.4,31.6,49
"Gray, Sonny","543243","2024","89","1","32",36,4.5,".214",".274",".250",".238",".237",35.8,3.8,26.4,"76.572396154","92.618800769",28.5,33.1,48
"Hendricks, Kyle","543294","2024","106","8","16",15.1,6.6,".378",".694",".425",".482",".404",36.6,8.5,31.7,"73.542968537","93.519651707",33,15.3,49.2
"Stripling, Ross","548389","2024","148","3","25",16.9,5.4,".312",".471",".347",".357",".310",39.1,2.6,31.3,"77.455431404","93.01840823",29.9,19,49
"Wheeler, Zack","554430","2024","148","2","46",31.1,7.4,".164",".246",".236",".225",".248",30.3,6.7,34.8,"75.984892","92.659041236",33.8,31.1,51
"Corbin, Patrick","571578","2024","126","3","18",14.3,8.7,".345",".513",".397",".395",".381",39.2,8.2,47.4,"77.604548125","95.140280316",28.4,18.9,51.7
"Heaney, Andrew","571760","2024","102","5","22",21.6,8.8,".222",".411",".314",".326",".343",26.5,11.8,45.6,"82.249245882","95.419381471",29.6,25.1,52.1
"Matz, Steven","571927","2024","109","2","16",14.7,8.3,".306",".429",".367",".355",".355",48.2,6,30.1,"78.329146098","92.905806296",23.2,16.8,50
"Mikolas, Miles","571945","2024","139","6","25",18,5,".310",".550",".345",".386",".374",40.6,8.5,45.3,"77.396259231","94.485935769",28.8,16.3,48.9
"Paxton, James","572020","2024","89","2","11",12.4,19.1,".208",".319",".360",".321",".362",24.6,4.9,49.2,"78.003047","94.707641186",20.5,18.9,40.3
"Stroman, Marcus","573186","2024","115","4","28",24.3,8.7,".231",".404",".304",".316",".298",32.9,5.3,32.9,"78.311988649","93.713143649",28.1,27.2,42
"Kikuchi, Yusei","579328","2024","138","2","36",26.1,5.8,".242",".344",".285",".281",".278",31.9,6.4,43.6,"78.078794681","94.688840108",25.7,24.9,48.2
"Gausman, Kevin","592332","2024","97","3","18",18.6,6.2,".307",".511",".354",".377",".390",39.4,11.3,39.4,"78.702589722","94.80923493",31.7,25.8,48.7
"Gray, Jon","592351","2024","110","2","32",29.1,10,".253",".404",".327",".327",".362",38.8,13.4,47.8,"80.701885588","95.577799851",27.4,27.7,46.8
"Williams, Trevor","592866","2024","101","0","19",18.8,7.9,".217",".272",".277",".252",".280",29.7,5.4,41.9,"79.081492703","93.958610811",27.9,19.2,44.7
"Gomber, Austin","596295","2024","110","4","20",18.2,10,".263",".444",".336",".347",".361",36.7,10.1,40.5,"79.129513333","94.31942859",24.7,23.3,45.5
"Bassitt, Chris","605135","2024","140","6","30",21.4,12.1,".320",".475",".407",".395",".380",42.4,9.8,42.4,"78.686257826","94.737801304",21,19.5,41.5
"Houser, Adrian","605288","2024","114","1","14",12.3,14,".302",".427",".412",".380",".395",32.9,9.8,43.9,"84.228675366","95.667756707",19.4,18.7,43.8
"Musgrove, Joe","605397","2024","158","9","27",17.1,8.2,".326",".565",".405",".424",".415",40.2,11.6,40.2,"80.121094286","93.795252321",29,26.7,46.8
"Nola, Aaron","605400","2024","157","7","36",22.9,7,".212",".397",".268",".294",".314",33.6,8.2,38.2,"80.334781111","93.799540374",32,21.2,49
"Ross, Joe","605452","2024","119","2","23",19.3,10.1,".286",".371",".364",".336",".301",24.4,7.3,39,"75.093603171","93.695361852",27.2,27.6,45.9
"Turnbull, Spencer","605513","2024","106","2","30",28.3,9.4,".137",".242",".226",".220",".287",32.3,6.2,36.9,"73.782370909","93.006428462",23.8,25.7,40.3
"Rea, Colin","607067","2024","119","5","18",15.1,7.6,".239",".404",".303",".315",".385",39.6,11,39.6,"81.647620667","94.478116966",22.4,17.2,47.5
"Rodón, Carlos","607074","2024","136","3","30",22.1,10.3,".210",".345",".301",".294",".300",30,4.4,41.1,"79.291491778","93.832162333",24.1,21.6,48.3
"Glasnow, Tyler","607192","2024","168","4","53",31.5,7.1,".181",".316",".240",".250",".259",36.3,7.8,37.3,"77.9797698","93.6377128",25.8,29.8,48
"Fedde, Erick","607200","2024","110","5","30",27.3,8.2,".210",".400",".282",".304",".313",31.4,11.4,38.6,"74.148686","94.248836143",20.1,25.6,41.6
"Martinez, Nick","607259","2024","101","2","17",16.8,2,".316",".453",".340",".348",".316",36.3,5,38.8,"77.058857","94.287872025",35.1,22.8,52.3
"Freeland, Kyle","607536","2024","87","3","9",10.3,9.2,".416",".610",".471",".470",".395",30.4,7.2,36.2,"78.838623143","95.118618261",25.5,16.1,45.7
"Lugo, Seth","607625","2024","151","2","23",15.2,6,".236",".357",".285",".286",".337",36.4,8.5,38.1,"78.903359831","94.032281695",25.7,20.6,45.6
"Fried, Max","608331","2024","109","2","18",16.5,8.3,".263",".343",".330",".308",".300",28.4,4.9,25.9,"71.34733675","92.1380235",29.7,23.8,46.8
"Irvin, Cole","608344","2024","116","2","18",15.5,6,".259",".370",".310",".305",".327",30,10,38.9,"79.104347111","93.877674607",24.5,14.5,47.3
"Wacha, Michael","608379","2024","117","2","25",21.4,7.7,".257",".371",".322",".313",".315",34.1,6.1,36.6,"76.5072155","93.300196125",26.6,22.2,44.4
"Quantrill, Cal","615698","2024","142","6","17",12,9.9,".272",".448",".345",".351",".325",33.6,7.3,36.4,"79.702524182","94.207992569",24,17,47.6
"Eflin, Zach","621107","2024","148","5","30",20.3,2.7,".268",".437",".291",".318",".299",29.2,7.1,39.8,"78.273795614","94.295077168",27.3,21.9,49
"Blackburn, Paul","621112","2024","120","1","23",19.2,6.7,".196",".277",".250",".240",".297",32.6,4.5,36,"75.665170222","93.067088876",28.6,23.6,49
"Berríos, José","621244","2024","144","3","28",19.4,8.3,".202",".310",".280",".271",".336",31.7,6.9,48.5,"80.111056","95.1640469",29.6,21.1,45.7
